Index,Time (s) Adjusted,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series001_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_wild type 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2
133,13.2,8618.257,2568.885,10541.944,3930.444,7594.233,2277.089,5879.112,2327.863,8147.879,1928.47,10667.869,2592.507,14933.74,2202.12,7187.12,2910.06,5657.469,2436.234,9667.213,1277.738,4824.364,2347.625,6144.652,2563.87,10588.239,2272.035,30935.334,2786.493,13743.569,2436.304
134,13.3,8628.115,2555.833,10051.5,4065.722,7595.378,2278.511,5848.163,2329.4,8154.03,1924.485,10670.913,2608.855,14916.56,2210.42,7176.716,2910.657,5666.453,2440.828,9668.476,1283.197,4819.841,2347.023,6111.533,2567.12,10546.478,2283.858,30874.854,2783.333,13776.633,2432.937
135,13.4,8600.718,2556.295,10015.852,4048.574,7575.022,2272.689,5862.675,2335.525,8117.379,1923.182,10668.362,2612.609,14932.28,2222.84,7157.493,2898.657,5661.719,2446.891,9626.213,1280.148,4836.716,2350.023,6119.38,2572.87,10542.69,2281.805,30817.119,2785.227,13756.962,2449.316
136,13.5,8597.257,2566.051,10050.814,4056.981,7566.511,2269.278,5847.288,2333.962,8071.47,1925.045,10643.956,2592.536,14908.12,2211.74,7173.866,2907.716,5662.859,2428.859,9643.705,1280.475,4833.716,2339.545,6117.239,2560.239,10567.026,2273.876,30836.094,2794.427,13756.911,2444.557
137,13.6,8626.41,2557.872,10012.63,4039.111,7574.589,2279.689,5811.55,2333.3,8082.849,1924.47,10649.985,2599.102,14917.48,2224.26,7174.552,2900.94,5662.797,2432.688,9663.017,1275.836,4835.83,2348.159,6123.413,2554.141,10551.584,2277.469,30856.654,2782.707,13762.038,2438.468
138,13.7,8622.641,2557.718,9987.574,4051.648,7564.778,2276.1,5837.737,2333.625,8075.621,1927.379,10627.536,2599.855,14863.08,2208.88,7158.358,2894.179,5641.156,2432.0,9664.688,1281.066,4857.375,2352.625,6095.848,2558.609,10489.637,2281.593,30868.014,2788.32,13737.24,2439.874
139,13.8,8631.795,2559.744,9998.833,4047.204,7580.667,2282.456,5838.575,2327.012,8081.349,1924.227,10605.551,2595.29,14824.68,2208.02,7178.507,2901.373,5644.078,2433.469,9676.312,1274.328,4850.648,2347.159,6093.88,2561.859,10471.336,2284.858,30830.506,2778.413,13774.544,2433.823
140,13.9,8623.628,2571.039,10012.186,4059.148,7555.611,2275.011,5817.138,2328.35,8074.985,1932.788,10563.29,2590.014,14838.06,2206.38,7162.418,2905.746,5655.312,2434.797,9692.426,1285.656,4846.42,2339.841,6086.446,2556.174,10444.956,2279.85,30752.119,2784.12,13772.152,2441.076
141,14.0,8629.346,2550.308,10020.037,4050.889,7561.0,2278.611,5809.087,2334.15,8037.409,1927.0,10547.318,2598.594,14810.38,2219.32,7173.448,2918.0,5651.156,2433.422,9716.918,1282.164,4861.489,2352.886,6052.87,2557.239,10411.85,2294.044,30786.84,2784.667,13721.189,2434.962
142,14.1,8621.013,2562.769,10013.5,4065.333,7564.6,2270.844,5788.225,2332.212,8064.5,2177.727,10504.231,2591.319,14831.22,2215.7,7179.672,2908.537,5639.703,2430.422,9446.869,1277.344,4848.182,2351.193,6037.315,2560.815,10349.699,2284.425,30737.654,2780.533,13730.076,2430.861
143,14.2,8623.654,2567.474,10022.777,4039.741,7558.767,2283.645,5801.325,2329.663,8069.106,2371.015,10503.493,2599.159,14856.76,2200.28,7174.687,2903.313,5645.828,2430.891,9491.082,1276.213,4852.045,2346.58,6050.728,2560.837,10346.478,2287.69,30732.547,2777.04,13758.329,2442.126
144,14.3,8603.0,2560.192,10263.019,3999.944,7573.3,2269.1,5795.2,2334.175,8014.394,2357.561,10513.318,2591.986,14801.48,2216.44,7188.627,2906.328,5627.344,2430.812,9509.787,1279.18,4861.83,2340.273,6043.88,2555.62,10326.664,2278.814,30686.881,2776.12,13735.354,2442.899
145,14.4,8627.41,2549.692,10236.926,3967.407,7552.222,2271.267,5817.7,2330.262,8013.455,2373.227,10472.971,2592.029,14823.04,2220.94,7176.552,2908.045,5631.422,2442.219,9517.426,1276.754,4853.705,2344.148,6044.522,2562.598,10298.434,2276.779,30659.066,2777.52,13756.772,2438.114
146,14.5,8624.27,2568.564,10242.667,3972.185,7531.3,2272.689,5814.938,2336.512,7995.515,2364.576,10449.406,2584.174,14804.5,2214.68,7155.612,2900.478,5632.953,2441.609,9534.722,1277.279,4859.83,2341.534,6028.793,2546.554,10238.381,2267.469,30605.146,2786.92,13765.696,2431.494
147,14.6,8631.192,2555.897,10221.093,3944.907,7538.078,2279.855,5798.087,2330.012,7982.121,2358.394,10774.102,2554.261,14703.76,2212.84,7145.702,2900.284,5626.922,2436.141,9515.278,1276.098,4862.852,2345.091,5988.967,2546.88,10232.894,2245.23,30527.453,2773.707,13750.595,2441.582
148,14.7,8630.064,2564.744,10275.259,3967.815,7515.911,2278.867,5791.175,2326.45,7951.076,2368.182,10767.695,2563.391,14719.28,2214.06,7152.537,2910.194,5611.953,2443.391,9541.492,1277.148,4876.989,2352.0,6054.402,2551.022,10159.602,2184.124,30569.707,2769.84,13706.456,2430.899
149,14.8,8612.641,2560.795,10252.444,3972.296,7513.722,2276.367,5809.087,2334.5,7907.561,2363.803,10766.42,2561.565,14655.42,2215.3,7141.224,2908.463,5639.344,2427.656,9561.508,1273.59,4863.193,2340.432,6034.87,2551.13,10349.602,2156.327,30566.707,2771.933,13764.013,2435.911
150,14.9,8613.936,2557.667,10264.259,3960.259,7501.956,2280.022,5808.025,2323.688,7989.121,2350.985,10442.594,2584.507,14667.64,2211.08,7122.582,2899.328,5614.688,2432.703,9567.41,1275.557,4869.091,2342.239,6035.087,2550.739,10320.726,2174.053,30450.494,2766.387,13790.114,2444.823
151,15.0,8617.115,2561.987,9993.852,4028.148,7522.389,2280.156,5813.475,2322.938,7924.97,2361.636,10429.898,2587.159,14645.36,2212.8,7104.866,2907.985,5605.391,2429.594,9542.918,1275.082,4856.727,2352.58,6027.489,2554.859,10352.761,2212.814,30413.746,2778.68,13747.937,2426.734
152,15.1,8599.808,2560.41,9989.093,4002.426,7525.233,2280.067,5810.175,2327.625,7955.561,2354.894,10761.521,2564.478,14616.28,2208.72,7096.06,2893.149,5593.141,2427.297,9516.328,1281.312,4842.102,2350.92,6005.033,2548.772,10390.965,2249.381,30454.0,2767.533,13765.734,2439.57
153,15.2,8604.385,2554.91,9996.389,4021.056,7512.122,2279.9,5802.975,2327.762,7911.091,2361.076,10750.565,2553.768,14614.58,2206.2,7098.776,2904.851,5606.312,2435.484,9551.278,1272.131,4880.716,2345.977,5964.359,2550.815,10346.257,2204.664,30408.08,2767.76,13767.658,2437.734
154,15.3,8575.692,2551.115,9992.926,4009.852,7509.689,2278.011,5802.888,2335.363,7902.0,2368.364,10706.769,2560.246,14552.3,2209.38,7094.328,2903.0,5595.844,2426.484,9536.278,1276.197,4842.227,2347.966,5958.62,2547.739,10359.734,2241.398,30363.174,2769.053,13724.671,2435.329
155,15.4,8583.436,2561.551,9977.704,4002.259,7503.344,2274.544,5798.8,2329.738,7904.045,2359.561,10387.087,2602.348,14601.94,2210.34,7048.791,2904.896,5574.203,2425.625,9557.0,1279.623,4846.159,2338.057,6007.0,2555.239,10351.876,2268.752,30340.133,2776.4,13718.189,2433.177
156,15.5,8618.975,2553.949,9941.814,4008.13,7492.733,2274.322,5817.712,2322.488,7922.333,2361.848,10382.812,2594.594,14579.46,2205.48,7088.164,2904.761,5586.438,2428.234,9561.64,1275.131,4840.807,2344.898,6000.196,2551.848,10346.637,2273.212,30263.4,2766.453,13762.557,2433.215
157,15.6,8614.757,2550.436,9967.777,3994.5,7484.089,2280.522,5791.375,2332.2,7909.515,2357.545,10392.971,2595.638,14553.38,2210.54,7088.836,2897.0,5564.906,2428.562,9539.935,1278.59,4837.148,2345.295,6017.946,2550.783,10298.991,2275.434,30269.693,2770.36,13728.62,2435.975
158,15.7,8593.91,2553.846,9941.814,4000.556,7500.1,2279.622,5801.425,2332.688,7909.455,2368.03,10367.449,2592.246,14607.76,2206.34,7040.552,2880.806,5596.234,2441.844,9594.655,1270.115,4832.0,2343.068,5974.989,2545.076,10262.956,2271.186,30209.693,2772.293,13723.393,2426.671
159,15.8,8607.025,2552.231,9910.87,3995.389,7465.456,2278.078,5775.337,2332.725,7826.576,2172.621,10727.58,2573.754,14603.5,2211.68,7053.03,2903.149,5592.922,2431.156,9577.787,1279.557,4829.83,2340.625,6001.033,2550.935,10297.628,2273.23,30240.961,2769.013,13674.658,2429.266
160,15.9,8585.705,2548.859,9895.333,3966.407,7491.411,2273.933,5775.712,2320.762,7788.576,2175.97,10667.826,2560.855,14585.1,2205.88,7049.731,2898.836,5599.859,2427.125,9561.983,1282.902,4821.716,2346.693,5984.554,2549.685,10323.911,2273.85,30178.254,2769.32,13675.569,2420.937
161,16.0,8615.475,2550.346,9906.574,3968.111,7482.411,2281.656,5784.675,2323.238,7788.288,2175.545,10663.884,2560.841,14560.04,2210.9,7037.731,2904.343,5624.062,2420.875,9543.558,1269.574,4811.023,2341.375,5981.674,2549.837,10317.0,2263.451,30156.254,2766.0,13684.937,2436.987
162,16.1,8605.525,2560.782,9888.056,3984.278,7474.245,2277.844,5786.612,2332.562,7801.864,2176.909,10649.971,2562.986,14558.36,2195.24,7069.896,2899.463,5603.219,2431.922,9550.836,1275.771,4803.148,2340.636,5955.272,2547.804,10311.089,2274.788,30134.973,2759.92,13667.544,2439.924
163,16.2,8646.359,2565.577,9907.593,3976.963,7466.378,2280.444,5772.875,2324.587,7776.364,2174.485,10651.116,2567.667,14525.24,2215.7,7018.612,2894.791,5620.312,2431.516,9553.426,1272.525,4807.795,2339.807,5959.457,2547.391,10293.806,2261.558,30083.268,2759.653,13668.165,2429.506
164,16.3,8619.27,2549.0,9885.686,3981.852,7482.833,2277.089,5766.675,2326.062,7788.5,2173.045,10654.42,2553.217,14503.36,2207.7,7029.522,2895.269,5629.984,2429.078,9547.345,1286.967,4814.602,2341.205,5929.543,2545.87,10293.08,2271.389,30023.334,2758.413,13690.253,2433.38
165,16.4,8603.167,2547.167,9881.667,3986.37,7460.889,2281.467,5783.788,2324.863,7743.47,2178.515,10658.072,2561.217,14580.8,2201.36,7045.582,2902.403,5607.672,2434.109,9518.623,1281.361,4798.523,2346.125,5933.587,2555.13,10346.505,2260.814,29987.027,2758.947,13694.633,2429.494
166,16.5,8618.333,2548.808,9887.314,3972.574,7458.211,2282.822,5749.087,2326.438,7673.758,1937.864,10610.884,2558.145,14550.28,2202.82,7027.806,2901.209,5604.0,2432.016,9502.967,1273.049,4800.352,2340.284,5914.348,2549.337,10356.327,2263.593,30023.107,2752.533,13688.342,2435.051
167,16.6,8607.975,2543.09,9924.037,3972.704,7453.278,2284.411,5760.95,2331.462,7691.53,1939.97,10622.971,2566.073,14540.58,2217.06,7050.448,2885.239,5589.922,2429.484,9489.36,1275.967,4790.011,2340.182,5931.511,2548.413,10354.93,2252.027,29925.16,2751.547,13638.443,2433.608
168,16.7,8599.128,2550.859,9903.574,3975.87,7407.667,2277.378,5764.038,2330.762,7638.561,1651.379,10638.58,2565.261,14537.28,2208.56,7037.373,2903.821,5585.734,2426.875,9469.017,1275.361,4788.136,2337.636,5910.359,2554.967,10318.098,2260.504,29914.439,2762.12,13657.025,2430.126
169,16.8,8602.628,2551.961,9879.667,3972.444,7404.156,2273.033,5755.038,2329.35,7648.758,1644.955,10303.695,2604.464,14526.88,2216.3,7056.776,2900.224,5566.453,2431.125,9456.722,1276.787,4797.807,2339.83,5909.076,2549.989,10311.584,2262.832,29923.199,2739.08,13633.696,2433.874
170,16.9,8608.243,2553.628,9830.333,3980.037,7411.533,2281.411,5743.825,2335.587,7662.864,1640.288,10264.695,2583.696,14523.52,2216.78,7036.269,2895.448,5576.047,2429.984,9443.295,1275.787,4795.898,2336.591,5891.239,2547.685,10335.186,2263.805,29894.906,2743.053,13588.823,2421.899
171,17.0,8585.115,2553.897,9845.723,3948.278,7427.178,2273.033,5746.362,2325.488,7561.591,1322.651,10597.725,2561.014,14546.84,2202.42,7023.702,2898.97,5568.516,2421.016,9470.853,1281.672,4790.136,2347.273,5888.457,2555.978,10303.858,2265.602,29871.76,2753.067,13603.519,2432.063
172,17.1,8576.487,2551.731,9833.389,3976.019,7438.5,2277.4,5743.688,2326.65,7545.833,1321.697,10565.479,2554.043,14480.68,2209.66,7045.134,2909.776,5589.891,2434.609,9431.017,1280.852,4798.091,2338.443,5873.402,2548.935,10327.336,2256.221,29850.84,2754.453,13557.873,2430.101
173,17.2,8589.052,2553.961,9780.593,3954.241,7411.556,2279.567,5717.663,2319.35,7612.727,1646.5,10519.188,2559.681,14536.84,2210.06,7027.687,2900.97,5585.734,2413.719,9468.885,1273.688,4789.545,2343.648,5862.902,2548.989,10327.575,2261.558,29777.84,2754.52,13531.531,2425.949
174,17.3,8619.32,2546.0,10040.648,3910.241,7409.0,2283.111,5712.175,2318.7,7630.333,1644.076,10566.855,2552.0,14563.7,2206.02,7043.015,2904.657,5578.016,2431.375,9479.328,1275.656,4776.909,2343.045,5859.38,2547.196,10329.15,2270.336,29744.359,2750.533,13543.481,2422.671
175,17.4,8578.32,2546.897,10025.574,3910.648,7392.0,2281.833,5723.788,2328.413,7596.53,1649.273,10495.174,2559.014,14550.6,2198.58,7049.224,2902.134,5589.625,2420.656,9419.459,1276.574,4775.614,2342.08,5864.337,2536.043,10317.974,2260.434,29718.893,2746.027,13515.418,2436.937
176,17.5,8619.833,2550.09,10036.5,3900.5,7396.733,2284.078,5713.538,2327.9,7577.227,1644.212,10493.71,2554.768,14544.76,2215.08,7026.791,2897.627,5584.516,2426.672,9407.655,1273.885,4779.557,2334.739,5861.935,2541.761,10308.124,2259.584,29739.414,2748.627,13483.393,2434.62
177,17.6,8593.077,2554.936,9792.463,3953.611,7396.511,2275.933,5707.163,2325.788,7558.303,1644.318,10490.087,2552.348,14560.48,2203.92,7061.164,2900.104,5596.344,2433.094,9389.476,1278.688,4765.057,2338.773,5853.696,2540.5,10301.495,2259.841,29677.68,2749.56,13451.722,2424.367
178,17.7,8614.077,2545.282,9798.574,3971.074,7394.278,2273.589,5717.212,2324.337,7480.227,1317.955,10486.841,2549.667,14542.88,2201.38,7055.731,2906.776,5577.0,2419.281,9408.836,1276.688,4770.875,2341.42,5843.641,2544.326,10318.778,2262.425,29579.812,2752.853,13432.278,2425.089
179,17.8,8618.833,2559.603,9818.463,3958.315,7394.4,2269.622,5724.812,2336.65,7511.0,1318.47,10530.638,2557.681,14488.74,2208.38,7057.284,2900.925,5610.219,2424.938,9404.442,1279.623,4773.83,2342.648,5853.772,2547.989,10280.098,2261.442,29542.346,2734.2,13398.62,2424.595
180,17.9,8624.154,2557.449,9852.686,3945.537,7375.789,2273.911,5715.812,2320.575,7490.985,1325.591,10531.435,2545.391,14470.12,2212.34,7054.567,2909.776,5589.219,2413.328,9408.508,1277.279,4766.318,2345.364,5847.543,2545.543,10281.885,2266.274,29513.881,2739.067,13402.684,2429.481
181,18.0,8582.115,2551.436,9809.759,3938.13,7364.622,2274.222,5736.612,2321.3,7488.061,1326.212,10280.087,2573.927,14480.84,2212.46,7085.642,2905.687,5575.469,2428.156,9407.065,1275.607,4776.057,2345.136,5856.043,2545.076,10311.814,2259.319,29498.453,2738.187,13377.0,2429.696
182,18.1,8603.718,2558.41,9789.186,3959.926,7376.467,2275.733,5717.3,2324.788,7445.788,1326.833,10294.261,2582.913,14469.84,2210.34,7072.418,2901.403,5572.344,2429.25,9372.459,1279.902,4771.091,2343.42,5846.478,2547.065,10284.026,2253.991,29474.4,2746.693,13310.316,2426.329
183,18.2,8591.282,2545.731,9792.944,3949.185,7364.8,2274.311,5699.938,2327.488,7357.803,1010.621,10253.682,2582.159,14405.12,2207.9,7067.104,2900.075,5569.625,2420.047,9333.147,1273.443,4759.011,2334.977,5856.522,2543.098,10269.08,2260.071,29464.893,2738.8,13324.684,2427.076
184,18.3,8582.654,2555.231,9812.796,3945.185,7339.578,2279.378,5676.163,2328.562,7358.985,1008.045,10238.884,2582.217,14373.96,2214.02,7051.687,2892.776,5558.781,2429.125,9334.64,1271.18,4756.955,2333.761,5872.587,2542.761,10283.318,2259.513,29413.439,2750.907,13331.911,2426.696
185,18.4,8585.936,2550.744,10037.741,3904.222,7362.622,2272.589,5678.163,2324.05,7397.258,685.106,10209.507,2584.319,14374.58,2214.06,7059.746,2904.313,5559.797,2422.453,9314.278,1276.0,4753.068,2342.932,5858.804,2543.5,10259.761,2261.938,29404.801,2737.587,13323.937,2423.949
186,18.5,8583.782,2545.461,10052.686,3900.241,7329.5,2266.556,5671.337,2333.262,7369.349,683.197,10217.087,2585.87,14406.54,2218.0,7049.716,2900.299,5567.031,2429.453,9304.754,1273.213,4750.761,2337.659,5866.141,2549.674,10233.788,2262.602,29434.119,2732.147,13296.569,2429.861
187,18.6,8554.718,2555.782,10037.093,3871.111,7317.489,2271.589,5662.05,2331.438,7361.197,687.0,10250.377,2566.681,14400.8,2216.74,7020.507,2908.746,5542.828,2420.938,9320.737,1277.016,4761.648,2342.364,5844.478,2535.772,10198.646,2258.239,29385.666,2745.987,13313.456,2428.114
188,18.7,8554.68,2550.936,10025.777,3879.685,7320.3,2271.189,5674.675,2327.212,7374.424,680.742,10177.377,2561.754,14324.86,2208.5,7038.88,2892.657,5548.938,2426.922,9321.672,1276.607,4759.364,2341.727,5853.62,2549.946,10195.531,2257.938,29317.732,2742.0,13275.671,2421.468
189,18.8,8561.128,2555.308,10024.444,3858.741,7384.245,2273.145,5650.388,2325.938,7359.439,684.682,10185.841,2574.623,14335.78,2205.82,7035.015,2899.567,5529.375,2426.578,9295.065,1270.688,4751.773,2341.614,5831.37,2550.087,10194.168,2265.912,29285.867,2739.453,13292.544,2430.329
190,18.9,8543.833,2544.833,9993.796,3846.648,7320.367,2278.433,5640.625,2321.375,7327.788,678.364,10145.0,2579.014,14231.54,2216.08,7005.134,2901.731,5534.969,2416.938,9282.328,1274.803,4732.67,2335.75,5861.696,2548.0,10166.372,2256.159,29256.439,2733.96,13234.506,2430.62
191,19.0,8530.32,2546.0,10018.037,3857.704,7284.056,2278.4,5643.725,2302.688,7276.97,679.591,10138.406,2576.565,14260.04,2215.46,7006.478,2894.597,5515.328,2412.391,9267.099,1274.688,4731.42,2339.693,5838.337,2547.88,10144.495,2262.628,29158.439,2724.413,13206.367,2429.279
192,19.1,8542.603,2548.346,9979.556,3849.074,7285.989,2274.567,5633.112,2329.163,7298.015,679.97,10153.565,2574.768,14245.04,2221.28,7014.627,2894.358,5539.688,2417.484,9326.935,1276.492,4710.091,2341.364,5836.587,2549.793,10170.398,2259.168,29118.547,2732.68,13210.14,2417.279
193,19.2,8527.705,2549.103,9969.111,3841.519,7282.833,2272.7,5623.388,2333.775,7254.955,682.273,10094.869,2571.594,14218.92,2211.52,6984.836,2900.896,5518.328,2422.656,9330.278,1277.016,4713.5,2337.068,5844.902,2539.272,10166.637,2256.619,29161.08,2735.96,13172.987,2428.228
194,19.3,8528.654,2539.782,9961.704,3838.111,7288.5,2273.056,5647.375,2334.05,7264.136,685.924,10126.956,2560.551,14298.42,2215.68,6993.343,2894.119,5510.812,2424.25,9333.115,1279.803,4733.511,2336.716,5828.457,2549.717,10147.23,2258.796,29067.146,2736.027,13169.987,2419.734
195,19.4,8508.885,2544.0,9934.907,3834.889,7294.689,2275.7,5663.837,2329.837,7256.97,681.576,10097.841,2572.594,14264.82,2217.86,6988.702,2885.567,5496.547,2414.188,9325.951,1275.115,4723.693,2331.739,5825.457,2542.576,10159.009,2252.398,29070.4,2736.4,13139.405,2416.671
196,19.5,8519.41,2552.167,9898.296,3821.685,7344.922,2276.833,5622.612,2328.087,7105.409,396.576,10124.884,2561.102,14268.94,2209.24,6985.104,2905.224,5478.656,2420.938,9332.869,1272.902,4727.977,2338.511,5822.37,2542.848,10167.628,2257.487,29034.732,2735.693,13109.038,2423.987
197,19.6,8516.32,2537.679,10032.519,3843.852,7286.589,2265.033,5626.525,2323.575,7085.773,401.636,9786.058,2604.855,14265.44,2218.44,6985.313,2892.627,5466.688,2421.844,9322.918,1273.836,4731.159,2332.386,5825.12,2536.033,10158.85,2260.097,29058.439,2723.16,13117.14,2432.494
198,19.7,8519.743,2555.897,10064.907,3874.519,7250.2,2273.367,5617.788,2319.688,7100.682,401.53,10369.044,2511.478,14246.68,2212.74,6961.03,2906.522,5458.953,2412.812,9341.819,1278.377,4720.489,2336.386,5812.13,2546.565,10160.292,2254.796,28951.453,2731.747,13110.569,2421.038
199,19.8,8497.667,2542.385,10115.519,3882.963,7231.2,2280.333,5634.325,2340.712,7097.697,399.5,10423.638,2509.029,14191.8,2212.02,6969.507,2901.492,5446.625,2423.578,9353.328,1276.705,4735.648,2336.523,5813.359,2532.424,10151.266,2261.08,28974.066,2738.24,13100.342,2423.987
200,19.9,8473.013,2509.756,10168.019,3954.704,7180.333,2290.1,5609.85,2323.413,7150.349,396.909,10462.942,2514.551,14186.26,2210.26,6998.075,2903.731,5444.516,2405.734,9310.737,1278.213,4705.523,2329.136,5812.511,2533.424,10074.053,2245.195,29257.199,2742.453,13062.152,2423.038
201,20.0,8462.103,2498.179,10187.574,3932.463,7233.189,2270.778,5519.013,2256.525,7154.727,693.788,10129.044,2546.159,14245.44,2235.56,6994.06,2929.701,5419.266,2398.109,9343.099,1265.016,4684.705,2316.182,5778.087,2522.467,10026.584,2215.735,29161.533,2723.027,13032.747,2405.266
202,20.1,8464.18,2494.205,10184.426,3889.963,7097.533,2236.8,5479.575,2236.25,7110.091,681.621,10083.841,2504.652,14157.3,2204.92,6952.478,2842.164,5408.828,2398.234,9279.819,1259.344,4671.318,2312.136,5751.413,2492.696,9987.69,2191.54,29097.227,2729.96,12972.38,2403.57
203,20.2,8451.308,2468.192,10259.981,3885.926,7084.4,2211.822,5483.487,2235.35,7115.424,680.833,10311.015,2466.449,14052.5,2186.82,6944.522,2790.075,5401.719,2390.656,9207.606,1263.328,4680.261,2313.398,5730.37,2469.38,9982.098,2174.522,28811.721,2696.107,12945.962,2392.506
204,20.3,8474.18,2484.359,10281.13,3877.611,7075.589,2201.378,5461.175,2228.35,7107.076,681.985,10288.072,2453.783,13974.0,2187.88,6882.463,2746.508,5365.375,2381.828,9187.082,1263.082,4667.898,2306.386,5720.609,2454.565,9960.69,2166.92,28794.268,2683.427,13811.469,2409.519
205,20.4,8570.975,2485.064,10275.093,3876.722,7037.311,2178.478,5462.513,2221.775,7096.727,674.773,10270.0,2447.043,13909.38,2180.44,6879.776,2724.851,5385.625,2386.641,9137.196,1256.328,4672.341,2305.125,5696.739,2444.326,9962.434,2159.823,28729.014,2698.173,13768.898,2402.924
206,20.5,8628.32,2474.039,10301.074,3863.315,7027.745,2169.7,5446.663,2217.1,7056.136,677.803,9629.769,2535.898,13928.54,2181.76,6894.493,2752.731,5369.469,2372.828,9083.524,1253.623,4672.636,2287.716,5680.989,2447.609,9967.655,2154.354,28748.586,2685.133,13797.747,2396.861
207,20.6,8805.257,2478.756,10341.13,3864.093,7062.489,2171.633,5473.525,2218.837,7083.561,678.273,9603.869,2530.449,13938.64,2182.26,6895.313,2751.552,5360.203,2373.266,9081.606,1255.475,4646.568,2288.045,5663.891,2437.054,9969.575,2158.044,28696.973,2677.453,13768.102,2412.785
208,20.7,9100.0,2486.372,10384.907,3863.148,7051.855,2161.267,5440.587,2213.125,7097.121,674.742,9894.682,2507.145,13847.08,2178.6,6891.224,2742.627,5382.297,2365.391,9081.049,1259.393,4673.693,2291.773,5677.087,2429.663,9999.053,2152.575,28742.16,2679.387,13802.0,2412.582
209,20.8,9479.962,2477.654,10461.333,3861.685,7032.522,2169.533,5446.075,2217.163,7129.727,675.727,9870.754,2508.754,13838.74,2179.3,6893.373,2744.612,5390.234,2373.672,9031.59,1250.197,4685.727,2286.932,5664.359,2430.957,9944.628,2163.381,28621.053,2685.08,13813.633,2410.987
210,20.9,10110.564,2479.346,10566.648,3874.13,7015.622,2175.622,5453.75,2222.525,7183.182,669.576,9861.652,2504.261,13810.48,2190.4,6890.657,2751.761,5406.688,2369.672,9019.672,1254.852,4749.159,2282.466,5719.076,2436.12,10021.142,2157.08,28727.014,2687.413,13907.316,2399.874
211,21.0,10531.308,2483.654,10720.852,3892.704,6984.145,2161.5,5460.312,2218.312,7187.621,677.076,9829.754,2512.319,13778.44,2175.08,6885.627,2741.313,5422.344,2381.797,8998.0,1255.016,4820.466,2287.841,5783.957,2428.783,10067.15,2162.442,28668.107,2689.893,13997.051,2410.114
212,21.1,10819.23,2488.833,10973.13,3899.648,6895.667,2171.7,5472.038,2227.15,7252.0,676.515,9783.464,2494.522,13771.84,2175.48,6917.821,2753.015,5436.641,2384.562,9007.64,1253.328,4894.523,2283.761,5863.011,2431.13,10137.301,2155.912,28624.746,2679.0,14261.456,2395.937
213,21.2,11070.692,2486.449,11191.019,3895.204,6879.711,2168.611,5480.737,2215.837,7267.455,677.106,10103.782,2472.551,13798.18,2184.44,6925.896,2747.373,5474.719,2372.672,9055.606,1254.148,4964.511,2294.114,5994.946,2429.098,10238.832,2157.115,28623.373,2691.107,14429.911,2382.19
