Index,Time (s) Adjusted,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean2
55,5.4,12168.64,2557.131,13976.622,2533.703,15821.743,2532.371,17124.738,2673.815,15539.361,2382.468,16556.277,2600.556,15929.637,2508.614,18094.0,2732.652,10322.389,2502.694,16788.24,2207.708,15391.593,2243.944,18577.299,2203.807,18699.318,2177.206,8769.154,2154.747,23665.291,2190.396,15030.532,2172.34
56,5.5,12182.131,2558.213,14020.0,2543.054,15872.172,2536.0,17109.615,2668.708,15532.361,2377.809,16479.555,2601.472,15869.228,2506.636,18071.217,2724.275,10332.152,2499.514,16786.49,2208.406,15399.667,2233.111,18584.07,2203.824,18637.857,2182.381,8757.274,2154.472,23587.709,2191.021,15006.724,2163.447
57,5.6,12115.787,2562.164,14027.838,2541.081,15966.4,2541.8,17062.77,2672.754,15589.745,2368.83,16619.695,2611.167,15972.887,2517.545,18031.174,2731.145,10280.639,2505.153,16797.447,2212.417,15382.167,2235.463,18617.088,2202.702,18621.285,2172.937,8746.121,2148.561,23681.291,2179.812,15009.128,2160.468
58,5.7,12137.672,2574.951,14040.297,2536.054,16050.314,2539.629,17031.477,2676.154,15545.426,2388.894,16680.916,2599.389,16034.363,2505.932,18033.537,2723.043,10256.5,2505.319,16761.594,2201.0,15360.074,2224.833,18611.229,2206.649,18544.793,2174.921,8730.791,2150.846,23656.125,2190.917,14997.191,2160.042
59,5.8,12125.771,2562.738,13990.135,2534.487,15872.429,2537.971,16996.309,2681.215,15531.659,2392.979,16738.916,2586.556,16071.772,2485.545,18008.0,2722.884,10279.848,2507.792,16764.479,2209.49,15369.223,2237.315,18577.771,2202.421,18539.096,2174.635,8715.506,2153.319,23650.438,2186.5,15019.702,2163.064
60,5.9,12106.147,2551.754,14055.919,2537.324,15828.942,2527.657,17005.215,2676.231,15534.872,2376.745,16785.195,2589.417,16106.841,2499.614,18026.115,2717.71,10275.361,2500.847,16722.803,2203.49,15395.723,2224.796,18566.264,2213.035,18446.207,2178.54,8716.868,2147.253,23602.854,2187.604,14898.383,2150.511
61,6.0,12119.459,2552.82,14013.162,2540.811,15759.629,2536.057,17009.984,2669.431,15529.468,2381.787,16880.5,2603.806,16184.682,2494.432,18001.043,2721.391,10225.833,2489.667,16712.447,2206.594,15347.37,2238.333,18523.475,2202.702,18424.588,2174.19,8720.242,2160.648,23526.75,2185.312,14932.043,2163.0
62,6.1,12103.459,2562.213,13989.595,2540.811,15724.657,2524.514,16952.461,2669.708,15529.787,2379.723,16999.805,2584.194,16266.772,2496.523,17983.855,2724.362,10254.083,2499.125,16693.562,2199.927,15347.796,2236.037,18522.648,2202.614,18390.715,2172.651,8738.703,2146.989,23561.916,2194.542,14945.234,2166.362
63,6.2,12149.442,2550.033,13978.973,2534.811,15778.886,2535.286,16953.385,2672.631,15524.213,2376.128,17025.055,2601.083,16321.159,2505.432,17956.072,2724.42,10272.777,2505.583,16679.541,2206.583,15320.944,2241.907,18536.053,2184.438,18383.0,2177.54,8721.758,2147.802,23471.5,2185.271,14938.659,2164.362
64,6.3,12131.328,2565.197,13964.324,2540.0,15703.828,2544.229,16898.953,2664.831,15484.383,2385.809,17009.195,2589.333,16325.159,2511.386,17923.436,2716.043,10285.694,2490.861,16692.541,2201.26,15319.963,2232.037,18502.982,2201.263,18364.984,2177.0,8732.714,2149.802,23588.188,2194.896,14939.617,2167.064
65,6.4,12094.147,2560.787,14024.027,2532.811,15750.571,2538.229,16890.23,2667.4,15473.298,2381.128,17088.139,2594.389,16400.182,2495.886,17914.885,2716.884,10269.402,2493.931,16661.156,2209.562,15308.777,2241.537,18450.912,2197.684,18335.793,2173.873,8720.396,2144.099,23553.584,2180.312,14958.106,2161.489
66,6.5,12092.787,2568.016,13974.541,2540.594,15731.0,2543.086,16821.492,2662.446,15496.043,2370.681,17146.75,2600.083,16443.273,2506.273,17914.275,2708.725,10255.125,2482.875,16661.312,2204.396,15279.389,2232.352,18438.596,2212.351,18306.666,2176.127,8723.868,2151.857,23590.041,2189.312,14935.681,2158.723
67,6.6,12110.541,2573.115,13973.486,2531.757,15670.657,2547.771,16799.523,2665.815,15541.021,2376.426,17102.445,2600.056,16416.045,2500.568,17882.131,2710.333,10245.792,2492.028,16588.666,2212.427,15310.463,2227.648,18478.877,2197.07,18289.254,2178.365,8714.604,2151.583,23573.959,2181.583,14907.617,2171.872
68,6.7,12092.541,2561.525,13966.676,2539.351,15598.942,2541.714,16788.6,2660.246,15502.276,2383.468,17199.611,2600.083,16487.387,2493.977,17843.188,2722.029,10255.514,2492.903,16577.084,2201.438,15271.019,2229.185,18427.492,2204.21,18258.047,2172.143,8698.506,2148.824,23479.688,2188.542,14942.766,2166.83
69,6.8,12119.64,2573.639,13906.973,2525.784,15549.6,2553.572,16752.416,2663.015,15487.213,2376.298,17181.666,2585.139,16465.795,2489.705,17877.912,2715.667,10245.889,2499.653,16553.49,2202.615,15281.37,2232.407,18456.561,2205.79,18238.682,2167.079,8724.726,2151.956,23564.104,2178.458,14896.872,2162.021
70,6.9,12091.935,2559.328,13908.567,2521.378,15537.114,2546.229,16695.246,2656.338,15349.021,2350.979,17138.195,2587.056,16413.955,2501.705,17826.131,2700.522,10255.875,2497.389,16558.697,2207.812,15326.204,2230.241,18422.334,2196.035,18215.412,2171.222,8734.352,2148.439,23608.354,2189.875,14918.021,2162.021
71,7.0,12088.115,2567.771,13916.648,2527.487,15512.886,2538.057,16705.076,2661.108,15335.596,2345.255,17211.611,2598.611,16467.455,2504.364,17825.102,2713.986,10208.181,2495.681,16527.447,2199.458,15280.241,2236.63,18393.754,2202.421,18222.127,2174.238,8726.274,2146.352,23584.729,2192.667,14888.574,2158.851
72,7.1,12064.196,2565.557,13921.459,2532.378,15514.714,2544.4,16672.076,2650.646,15222.979,2323.426,17233.723,2582.639,16490.637,2504.909,17793.014,2715.319,10207.111,2500.458,16504.697,2201.854,15240.13,2239.815,18431.561,2200.263,18204.143,2164.635,8727.45,2149.637,23594.959,2187.271,14806.085,2165.745
73,7.2,12087.196,2571.394,13929.622,2514.406,15485.429,2549.543,16619.262,2666.938,15360.128,2337.766,17192.473,2577.278,16474.342,2496.977,17753.363,2707.362,10207.986,2494.389,16477.656,2195.615,15250.186,2231.759,18446.07,2206.333,18169.936,2168.984,8724.791,2159.341,23597.938,2173.896,14818.128,2161.042
74,7.3,12083.246,2567.18,13959.108,2535.162,15431.286,2551.457,16635.6,2665.308,15368.085,2329.064,17203.111,2587.472,16469.182,2490.636,17709.637,2726.623,10212.639,2487.972,16516.219,2206.562,15250.87,2234.222,18423.211,2200.544,18152.412,2172.333,8737.78,2147.472,23583.604,2188.708,14758.191,2170.617
75,7.4,12128.672,2559.049,13924.162,2538.946,15413.515,2549.371,16609.938,2666.154,15298.957,2329.638,17257.834,2586.389,16518.158,2507.568,17664.826,2709.087,10201.167,2496.861,16504.49,2208.844,15298.13,2231.241,18407.246,2198.702,18177.682,2169.333,8728.044,2150.088,23539.291,2193.5,14811.659,2160.851
76,7.5,12077.672,2543.951,13951.865,2526.973,15246.429,2545.743,16561.016,2663.415,15454.596,2340.66,17275.361,2596.694,16526.545,2507.023,17658.971,2719.333,10154.417,2496.167,16488.459,2207.198,15266.241,2232.611,18385.561,2200.421,18176.889,2183.778,8751.374,2156.055,23576.375,2182.875,14770.341,2148.915
77,7.6,12081.623,2564.098,13917.0,2535.594,15270.485,2543.486,16554.924,2664.985,15357.511,2332.34,17350.527,2594.806,16586.227,2494.523,17613.637,2717.681,10205.083,2487.792,16510.156,2210.26,15258.963,2222.259,18329.176,2201.596,18191.523,2173.81,8714.604,2152.912,23555.25,2187.583,14811.106,2171.723
78,7.7,12072.099,2564.557,13951.865,2537.865,15324.114,2544.971,16542.678,2654.938,15476.489,2332.532,17451.639,2590.472,16663.523,2492.409,17646.957,2701.913,10141.389,2503.917,16449.959,2209.448,15231.963,2238.444,18299.035,2203.877,18095.953,2184.063,8721.901,2155.89,23530.541,2187.438,14775.809,2162.404
79,7.8,12081.804,2558.623,13923.595,2542.081,15236.229,2550.486,16546.215,2650.138,15355.128,2322.085,17470.945,2585.028,16679.387,2493.364,17602.84,2693.014,10161.125,2483.931,16453.406,2212.25,15270.63,2234.0,18314.842,2194.438,18111.318,2173.857,8725.033,2153.506,23525.979,2185.562,14728.702,2161.936
80,7.9,12055.771,2562.869,13921.514,2533.568,15235.629,2540.6,16516.031,2654.862,15346.894,2326.362,17573.0,2589.194,16745.092,2501.682,17617.508,2708.623,10158.652,2494.042,16441.322,2208.917,15245.852,2233.148,18326.719,2203.193,18085.096,2183.333,8725.923,2150.319,23496.709,2181.417,14707.532,2169.362
81,8.0,12068.278,2565.738,13937.189,2529.27,15194.657,2531.686,16542.016,2665.446,15419.276,2325.681,17664.916,2593.389,16854.908,2497.159,17603.289,2716.884,10138.736,2494.944,16417.688,2207.823,15235.796,2226.611,18281.193,2201.491,18096.762,2177.27,8761.143,2145.934,23491.084,2186.625,14649.0,2162.021
82,8.1,12069.082,2566.164,13921.162,2544.324,15344.914,2526.8,16510.969,2660.369,15405.553,2321.745,17688.973,2582.361,16872.387,2488.682,17565.826,2704.014,10104.833,2496.042,16468.303,2210.708,15211.333,2237.389,18300.475,2200.93,18113.08,2172.54,8761.45,2147.692,23445.646,2188.208,14734.639,2166.617
83,8.2,12114.246,2556.934,13886.892,2525.865,15228.314,2531.886,16475.707,2661.492,15413.213,2324.34,17713.389,2576.528,16884.75,2499.182,17533.725,2714.043,10117.223,2495.542,16461.865,2209.052,15214.407,2229.87,18256.352,2194.281,18026.873,2175.111,8789.011,2153.89,23488.625,2193.229,14749.361,2158.574
84,8.3,12076.819,2572.197,13940.676,2538.973,15099.6,2530.086,16478.584,2656.338,15410.511,2330.319,17843.166,2593.75,16947.432,2494.114,17523.885,2708.667,10100.764,2498.111,16386.697,2206.385,15251.907,2231.889,18299.475,2199.579,18029.889,2172.397,8800.967,2151.604,23480.959,2189.688,14674.361,2161.979
85,8.4,12093.295,2561.246,13883.486,2526.676,15105.457,2530.114,16477.492,2661.4,15444.915,2323.915,17881.805,2592.889,17006.773,2492.045,17508.783,2695.406,10069.375,2489.972,16362.636,2201.812,15247.352,2236.759,18300.543,2197.404,17995.762,2162.825,8802.22,2155.604,23514.729,2187.979,14666.043,2162.681
86,8.5,12097.442,2555.951,13889.378,2529.0,14994.058,2533.428,16441.801,2659.539,15419.639,2321.106,17911.5,2593.083,17031.387,2507.318,17491.377,2703.188,10102.208,2492.583,16400.771,2200.417,15269.611,2225.204,18287.771,2201.544,17958.111,2183.111,8815.846,2154.352,23491.812,2186.646,14726.191,2159.17
87,8.6,12113.459,2549.344,13874.271,2527.487,15057.4,2534.371,16474.77,2656.077,15414.574,2318.638,17922.584,2588.139,17052.818,2502.682,17498.377,2704.812,10064.152,2492.972,16325.844,2205.406,15259.296,2228.0,18330.492,2199.544,17909.031,2171.889,8833.121,2148.264,23518.979,2183.479,14637.17,2161.319
88,8.7,12119.394,2559.246,13940.108,2530.622,15010.457,2523.0,16423.445,2664.185,15442.128,2325.979,17978.139,2589.694,17082.068,2499.977,17453.898,2713.536,10067.0,2487.181,16322.219,2205.385,15197.444,2231.815,18260.176,2200.982,17859.031,2171.778,8816.912,2149.583,23534.916,2186.917,14665.468,2159.064
89,8.8,12134.426,2559.934,13837.297,2527.189,14982.172,2535.143,16395.801,2662.969,15450.809,2332.745,18010.611,2593.667,17095.092,2502.273,17411.115,2708.898,10062.402,2493.819,16302.011,2207.062,15223.741,2232.759,18290.123,2199.351,17907.682,2176.349,8844.571,2150.33,23468.666,2182.062,14707.298,2163.766
90,8.9,12172.918,2557.066,13913.054,2530.784,14943.686,2516.2,16384.123,2656.754,15413.979,2328.298,17980.861,2589.5,17061.455,2504.886,17432.262,2709.754,10053.167,2493.375,16286.948,2205.083,15242.481,2235.889,18288.369,2202.807,17864.207,2167.984,8856.55,2145.066,23522.541,2187.521,14647.872,2158.149
91,9.0,12171.394,2567.115,13934.081,2530.946,15044.714,2539.086,16367.6,2655.062,15361.724,2324.681,18064.334,2589.444,17160.682,2490.023,17382.449,2690.406,10016.764,2480.458,16302.146,2198.958,15204.148,2235.889,18263.053,2198.14,17880.699,2181.317,8847.209,2143.637,23465.291,2186.958,14639.894,2171.958
92,9.1,12177.394,2557.721,13901.271,2524.378,15002.457,2520.629,16375.23,2656.077,15432.83,2317.596,18081.945,2592.75,17177.25,2497.136,17379.289,2694.188,10025.389,2486.583,16212.833,2208.073,15198.704,2239.852,18240.264,2194.93,17888.555,2177.46,8834.297,2154.517,23500.312,2178.854,14619.809,2173.191
93,9.2,12195.099,2565.492,13926.567,2514.108,15043.629,2514.543,16349.523,2653.723,15470.085,2329.745,18167.639,2583.917,17236.455,2497.864,17320.754,2694.449,10017.931,2487.194,16255.011,2201.573,15193.944,2218.963,18258.018,2202.807,17871.334,2167.81,8839.582,2149.813,23563.584,2184.979,14589.383,2164.787
94,9.3,12161.59,2558.361,13883.189,2534.865,15016.114,2521.543,17084.801,2689.015,15459.276,2320.149,18161.916,2589.278,17236.0,2495.818,17357.275,2699.13,10012.181,2491.944,16231.583,2210.406,15214.148,2231.37,18232.719,2210.368,17896.682,2170.159,8839.571,2151.428,23539.021,2185.021,14576.659,2169.745
95,9.4,12207.819,2556.754,13855.405,2526.513,14982.629,2521.086,16288.154,2664.461,15446.724,2326.809,18235.527,2576.722,17309.637,2496.0,17339.334,2695.638,9981.306,2492.014,16209.896,2208.802,15218.352,2231.315,18241.807,2212.702,17846.412,2179.286,8881.308,2157.011,23590.521,2191.75,14618.361,2163.766
96,9.5,12140.737,2554.951,13894.729,2523.757,14982.743,2532.971,16282.538,2659.646,15507.532,2320.809,18264.666,2613.944,17327.092,2520.159,17274.479,2708.986,10000.514,2481.056,16196.833,2194.062,15238.519,2235.87,18244.912,2199.982,17845.492,2171.048,8870.703,2149.055,23599.562,2178.646,14597.0,2164.809
97,9.6,12190.0,2558.18,13903.973,2525.622,14936.371,2532.8,17035.246,2676.154,15530.426,2320.0,18283.639,2594.028,17348.773,2501.727,17290.912,2704.638,9970.5,2499.5,16175.906,2201.26,15154.611,2230.815,18202.508,2197.526,17821.889,2172.794,8846.659,2147.528,23555.771,2185.729,14593.596,2168.149
98,9.7,12190.59,2556.328,13843.973,2529.081,14900.371,2529.886,16275.154,2660.985,15503.787,2326.723,18332.973,2588.722,17379.955,2503.341,17287.492,2696.522,9953.542,2496.083,16157.062,2201.427,15215.463,2231.667,18172.053,2199.649,17805.223,2168.667,8841.362,2146.747,23640.646,2191.042,14586.915,2166.234
99,9.8,12149.131,2556.0,13854.648,2509.027,14897.743,2534.829,16989.539,2675.969,15506.745,2326.213,18396.111,2595.083,17446.863,2499.25,17247.072,2703.188,9944.681,2489.153,16119.614,2202.76,15141.5,2230.667,18142.475,2193.193,17804.127,2171.873,8820.736,2148.209,23683.979,2186.25,14552.447,2160.277
100,9.9,12179.033,2552.426,13850.352,2524.351,14940.914,2522.514,16941.555,2687.0,15498.957,2330.0,18392.084,2578.139,17458.545,2488.159,17264.203,2692.319,9893.819,2490.361,16109.521,2201.0,15198.074,2236.481,18108.877,2205.596,17791.889,2168.873,8817.692,2142.11,23683.584,2179.896,14585.957,2163.319
101,10.0,12164.476,2550.508,13845.378,2526.649,14896.286,2533.4,16964.246,2670.461,15462.894,2326.191,18378.334,2590.389,17436.295,2501.023,17257.174,2705.174,9887.542,2482.167,16121.104,2203.51,15140.667,2236.259,18120.387,2206.614,17780.746,2174.714,8790.714,2150.417,23764.666,2192.229,14598.063,2167.638
102,10.1,12139.688,2554.771,13837.486,2514.189,14830.543,2521.029,16978.6,2685.169,15472.596,2326.723,18400.889,2596.306,17461.318,2508.682,17305.623,2686.913,9887.875,2476.431,16138.312,2204.156,15157.574,2224.815,18102.018,2193.298,17796.174,2186.206,8792.538,2145.341,23830.938,2187.875,14487.681,2160.0
103,10.2,12159.901,2558.902,13823.054,2531.703,14861.058,2533.943,16973.246,2683.446,15487.809,2329.489,18410.889,2587.944,17445.727,2497.114,17300.072,2691.246,9885.986,2490.917,16093.198,2206.146,15196.5,2230.981,18059.0,2194.684,17779.842,2167.556,8783.0,2144.308,23790.688,2186.25,14475.553,2161.787
104,10.3,12155.213,2553.787,13854.838,2537.324,14772.8,2531.457,17012.646,2680.815,15472.787,2329.021,18377.084,2582.222,17442.637,2492.636,17273.363,2696.391,9894.556,2482.208,16113.146,2197.625,15159.574,2235.759,18087.824,2198.228,17817.508,2178.238,8762.747,2148.439,23804.021,2183.625,14488.426,2163.149
105,10.4,12128.64,2548.131,13858.892,2509.676,14747.429,2520.971,17027.322,2679.831,15509.043,2322.745,18362.277,2585.25,17395.432,2496.227,17211.145,2693.029,9871.042,2484.444,16082.771,2210.938,15148.056,2234.815,18080.281,2200.772,17822.635,2172.857,8747.033,2153.143,23870.0,2190.667,14451.17,2171.085
106,10.5,12141.017,2567.803,13844.865,2512.081,14751.257,2519.714,16259.23,2668.077,15507.234,2320.617,18354.334,2590.583,17412.227,2501.636,17171.986,2697.174,9858.152,2485.903,16085.323,2205.094,15154.463,2227.87,18027.684,2200.947,17829.318,2174.349,8734.154,2153.264,23785.562,2184.542,14414.043,2159.0
107,10.6,12107.885,2555.164,13824.135,2529.297,14735.114,2523.428,16995.092,2677.231,15483.213,2316.574,18321.916,2585.25,17345.795,2504.659,17188.42,2688.609,9830.027,2474.458,16052.573,2202.51,15173.481,2231.019,18001.369,2191.176,17803.604,2175.016,8709.055,2151.406,23773.666,2183.542,14408.0,2165.149
108,10.7,12093.377,2544.951,13810.271,2538.081,14766.343,2525.572,16268.615,2650.138,15480.234,2319.574,18248.473,2597.444,17299.955,2504.864,17170.783,2696.565,9811.611,2479.472,16071.323,2206.01,15113.5,2230.056,17971.105,2194.509,17771.143,2173.032,8691.934,2145.934,23744.541,2178.979,14374.276,2163.255
109,10.8,12111.312,2545.082,13828.243,2525.676,14671.0,2525.629,16262.4,2653.0,15512.361,2329.426,18260.834,2589.111,17293.863,2507.955,17120.725,2695.841,9791.681,2483.778,16074.312,2204.375,15092.907,2229.259,17992.525,2203.965,17765.873,2188.206,8706.143,2154.187,23659.334,2187.188,14375.851,2168.958
110,10.9,12160.59,2547.066,13865.811,2512.459,14647.257,2523.486,16943.262,2682.092,15558.404,2343.638,18241.277,2587.806,17285.908,2497.182,17141.174,2684.449,9788.889,2470.972,16047.604,2207.844,15087.833,2240.963,17923.719,2199.333,17776.682,2179.762,8672.703,2151.088,23635.396,2187.062,14394.319,2170.064
111,11.0,12191.672,2562.344,13829.324,2523.108,14533.086,2530.857,16263.154,2662.477,15519.809,2323.638,18212.723,2588.25,17237.273,2494.205,17138.682,2688.594,9771.027,2478.194,16057.562,2200.979,15086.907,2226.907,17930.246,2199.404,17732.111,2172.524,8641.934,2145.572,23548.771,2174.875,14398.128,2169.851
112,11.1,12173.229,2550.213,13812.567,2516.0,14452.6,2526.4,16985.445,2672.138,15530.872,2323.447,18153.473,2579.444,17199.932,2490.705,17126.088,2695.638,9757.902,2478.486,16048.031,2212.229,15049.963,2222.426,17933.982,2200.158,17657.619,2174.905,8642.692,2148.714,23531.916,2186.729,14328.724,2156.191
113,11.2,12196.737,2544.902,13797.486,2510.892,14671.714,2514.428,16949.461,2667.138,15466.276,2338.915,18110.805,2577.417,17130.545,2498.455,17080.492,2689.304,9789.569,2480.944,16020.292,2199.469,15066.5,2236.87,17892.369,2203.579,17667.111,2180.698,8646.703,2144.132,23534.291,2192.188,14316.745,2162.894
114,11.3,12180.754,2550.525,13801.162,2516.513,14418.229,2504.457,16202.723,2651.415,15503.957,2333.234,18121.611,2583.389,17154.318,2497.409,17073.406,2692.565,9771.889,2477.833,15961.042,2199.375,15040.537,2229.407,17912.352,2203.947,17635.428,2181.603,8654.77,2146.78,23503.75,2194.167,14354.83,2166.277
115,11.4,12214.41,2538.656,13731.378,2523.541,14504.143,2522.857,16228.831,2656.615,15525.085,2328.319,18146.389,2577.0,17181.932,2489.318,17024.957,2694.797,9771.098,2488.847,15987.792,2208.24,15035.759,2231.093,17900.264,2196.684,17661.207,2173.143,8627.726,2147.736,23424.396,2183.812,14362.106,2165.553
116,11.5,12186.164,2551.328,13743.703,2526.27,14472.629,2526.886,16913.984,2673.554,15477.213,2327.745,18101.473,2575.111,17189.387,2492.068,17026.637,2691.391,9758.681,2482.417,15974.396,2202.083,15038.723,2226.981,17805.982,2190.579,17633.047,2176.841,8609.418,2147.494,23446.416,2191.646,14330.979,2159.511
117,11.6,12157.737,2553.688,13743.838,2520.081,14376.2,2521.4,16905.938,2676.938,15471.341,2320.042,18005.389,2587.472,17146.863,2493.909,17005.551,2686.696,9782.625,2482.014,15970.229,2201.979,15018.574,2229.759,17777.947,2199.684,17621.969,2179.492,8622.253,2152.154,23359.75,2190.708,14328.468,2164.191
118,11.7,12126.508,2551.606,13748.838,2508.892,14354.6,2526.657,16934.723,2668.508,15437.149,2328.277,18019.777,2588.222,17210.568,2502.341,17010.912,2687.797,9814.208,2472.139,15982.729,2200.875,15023.186,2225.426,17692.158,2192.246,17607.508,2173.254,8585.659,2152.176,23302.562,2182.854,14304.745,2157.362
119,11.8,12115.278,2549.623,13719.784,2524.703,14356.172,2510.171,16920.4,2674.938,15474.809,2328.894,17927.0,2580.472,17150.137,2487.682,17025.115,2693.217,9762.514,2469.542,15994.864,2209.562,14977.889,2224.0,17709.561,2200.737,17564.412,2168.063,8536.517,2144.791,23266.709,2193.229,14340.553,2160.042
120,11.9,12159.754,2550.836,13693.297,2511.297,14626.2,2541.428,16888.322,2677.277,15469.596,2321.128,17939.0,2582.944,17176.205,2499.523,16970.391,2694.638,9794.236,2479.5,15964.583,2198.99,14990.13,2222.019,17651.316,2199.456,17559.762,2175.428,8527.857,2145.461,23251.916,2182.979,14290.361,2161.362
121,12.0,12149.41,2556.344,13724.892,2503.081,14632.286,2545.686,16903.984,2671.015,15431.468,2326.17,17835.916,2589.194,17149.75,2483.0,16956.406,2678.942,9805.569,2481.222,15935.802,2202.094,15086.574,2229.259,17698.912,2198.053,17520.143,2178.651,8509.044,2147.417,23251.521,2193.333,14278.191,2162.128
122,12.1,12145.983,2547.033,13784.838,2520.378,14640.257,2537.314,16845.83,2682.292,15469.341,2328.596,17730.639,2573.944,17074.227,2488.818,16936.666,2686.652,9775.556,2481.569,15896.271,2195.479,15158.186,2223.537,17690.105,2193.281,17514.508,2183.556,8464.374,2148.923,23229.479,2196.583,14333.298,2162.809
123,12.2,12195.312,2549.59,13720.271,2531.054,14670.972,2525.343,16845.801,2671.138,15438.213,2325.468,17781.166,2579.111,17099.818,2496.636,16915.029,2689.493,9773.764,2471.181,15882.417,2198.198,15269.259,2228.833,17634.736,2197.509,17495.064,2179.143,8462.362,2148.286,23279.209,2189.354,14287.724,2157.958
124,12.3,12162.935,2546.394,13707.081,2508.216,14709.058,2527.229,16872.338,2670.569,15443.404,2326.979,17745.111,2582.111,17033.205,2487.364,16929.203,2681.87,9800.556,2489.944,15871.573,2198.198,15350.111,2213.0,17614.982,2200.298,17438.27,2173.603,8453.571,2147.472,23277.125,2191.396,14272.766,2168.809
125,12.4,12179.754,2541.033,13698.054,2532.892,14667.886,2525.428,16828.707,2670.215,15406.085,2328.872,17737.223,2578.861,16992.363,2497.818,16870.912,2693.188,9825.027,2479.861,15880.761,2193.74,15467.463,2225.519,17582.035,2192.0,17403.826,2167.667,8445.802,2154.769,23201.959,2190.396,14296.83,2160.83
126,12.5,12161.082,2548.721,13702.757,2507.243,14708.972,2538.943,16829.354,2681.123,15402.191,2336.447,17839.25,2585.611,17055.727,2497.864,16868.912,2682.42,9791.333,2474.639,15867.979,2206.594,15492.314,2213.907,17561.543,2200.351,17341.0,2175.635,8428.868,2144.615,23173.854,2189.562,14251.851,2171.66
127,12.6,12160.574,2551.836,13685.865,2521.594,14621.771,2545.229,16815.432,2671.4,15375.447,2313.489,17764.555,2578.222,16990.887,2483.818,16842.391,2680.449,9839.639,2468.958,15851.062,2198.812,15507.223,2222.407,17564.404,2197.0,17346.889,2180.508,8429.67,2149.176,23138.646,2180.771,14256.681,2161.958
128,12.7,12122.705,2547.574,13700.757,2512.568,14646.515,2522.514,16819.385,2666.015,15392.319,2332.0,17774.25,2576.694,16962.932,2486.159,16845.246,2676.826,9806.667,2480.278,15807.688,2205.448,15487.352,2226.481,17552.229,2198.754,17291.381,2175.651,8434.341,2142.901,23144.812,2191.583,14238.191,2165.255
