Index,Time (s) Adjusted,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series006_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series015_Crop002_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series020_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series021_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series022_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series023_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series024_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series025_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 ptr23dr180 2M Sbfr_Series026_Crop001_GCamP_Results_260123_Mean2
296,29.5,16918.689,2469.426,22141.514,2421.216,23178.371,2717.486,27596.861,2449.969,27057.49,2247.255,21681.334,2435.861,21334.705,2347.955,30130.262,2625.058,13401.792,2417.083,24222.812,2123.01,22936.834,2155.981,20832.631,2130.982,20017.143,2074.524,10260.242,2080.417,32495.062,2084.583,20898.873,2063.83
297,29.6,16862.197,2463.754,22031.676,2419.757,23030.686,2702.971,27502.322,2439.539,26989.66,2243.447,21625.666,2449.556,21272.227,2362.091,30114.115,2620.304,13360.681,2414.597,24104.896,2122.458,22990.889,2156.815,20855.842,2132.228,19981.969,2064.238,10232.088,2080.187,32387.25,2080.312,20864.639,2060.638
298,29.7,16856.246,2462.213,21925.162,2413.162,23896.086,2802.943,27409.723,2447.954,26950.064,2235.702,21575.5,2456.917,21262.5,2357.977,30089.768,2629.0,13370.736,2428.764,24120.094,2122.99,22917.723,2154.13,20801.613,2123.123,19974.08,2067.048,10192.11,2071.439,32229.959,2082.708,20888.51,2064.064
299,29.8,16834.656,2455.738,21963.324,2407.487,23909.172,2776.143,27149.785,2458.138,27002.318,2255.426,21469.889,2445.722,21162.887,2357.886,30091.492,2621.536,13325.027,2423.236,24074.385,2122.635,22861.982,2146.796,20731.877,2123.316,19901.461,2058.111,10151.561,2076.088,32171.959,2079.938,20829.49,2074.106
300,29.9,16831.475,2468.082,21884.189,2426.216,23834.801,2788.743,27000.754,2452.077,26993.299,2249.106,21446.75,2451.972,21172.842,2362.636,30067.42,2621.681,13258.917,2421.042,24162.916,2121.312,22832.148,2139.889,20763.07,2130.21,19836.396,2069.476,10144.78,2078.868,32002.354,2076.229,20792.574,2071.638
301,30.0,16766.607,2466.771,21898.297,2421.513,23770.771,2777.829,26836.445,2451.369,26909.852,2252.213,21393.305,2450.528,21113.818,2359.182,30021.652,2630.058,13271.527,2424.25,24005.865,2129.438,22798.018,2145.667,20732.316,2131.368,19835.412,2059.762,10115.483,2081.758,31921.438,2087.375,20782.021,2073.979
302,30.1,16721.787,2457.82,21907.107,2418.676,23667.086,2774.314,26596.17,2449.4,26821.617,2255.979,21339.666,2443.028,21061.205,2358.591,30014.695,2619.203,12919.681,2431.708,23993.709,2119.552,22818.5,2156.815,20727.771,2121.351,19821.127,2064.127,10052.594,2075.813,31804.959,2088.083,20760.383,2074.064
303,30.2,16686.721,2468.459,21835.217,2424.135,23574.801,2764.486,26417.293,2454.723,26797.744,2255.489,21199.389,2431.5,20978.363,2353.659,29906.115,2616.348,12936.708,2428.431,23973.771,2114.135,22767.537,2157.37,20685.176,2131.404,19723.445,2056.032,9885.791,2079.176,31587.75,2087.625,20758.787,2064.085
304,30.3,16662.426,2460.066,21836.189,2423.865,23484.199,2750.2,26191.584,2447.185,26832.639,2247.426,21202.027,2443.861,20954.592,2352.75,29908.609,2626.333,12897.069,2424.694,23926.854,2115.146,22688.648,2150.093,20676.982,2131.158,19709.461,2070.46,9878.165,2080.813,31418.209,2082.979,20656.701,2067.362
305,30.4,16745.016,2466.016,21838.297,2418.676,23431.914,2749.8,26066.154,2444.508,26796.617,2254.298,21055.277,2437.417,20849.158,2358.295,29879.217,2617.754,12880.042,2430.083,23897.188,2122.354,22632.223,2143.296,20680.176,2130.807,19675.904,2059.46,9843.374,2079.583,31287.416,2085.729,21088.957,2063.128
306,30.5,16719.967,2465.672,21849.945,2418.594,23337.742,2715.971,25957.445,2448.461,26713.086,2242.064,20882.723,2426.028,20751.658,2341.523,29863.551,2626.217,12852.486,2433.056,23865.635,2117.438,22642.814,2148.389,20670.543,2119.544,19599.523,2062.524,9854.692,2077.165,31188.416,2092.083,21050.723,2073.489
307,30.6,16679.262,2472.492,21786.621,2428.865,23256.344,2731.371,25833.723,2449.631,26769.809,2250.149,20927.777,2441.056,20741.955,2353.182,29810.217,2621.159,12811.944,2438.319,23819.312,2117.333,22607.018,2156.019,20581.264,2123.21,19592.064,2059.683,9805.242,2082.517,31046.812,2090.042,20699.148,2065.191
308,30.7,16627.951,2469.557,21772.0,2415.351,23201.115,2723.971,25680.199,2446.723,26626.957,2260.468,20818.195,2435.556,20667.363,2352.205,29756.564,2628.145,12779.292,2427.861,23815.385,2125.917,22618.5,2155.148,20619.684,2129.246,19527.35,2057.111,9794.318,2081.648,30879.834,2082.354,21052.787,2066.851
309,30.8,16661.443,2448.984,21686.027,2410.351,22923.514,2717.371,25416.0,2447.815,26515.914,2246.553,21594.277,2466.639,20413.182,2364.932,29664.334,2625.652,12729.652,2424.25,23712.416,2126.396,22587.166,2150.111,20540.613,2128.807,19496.588,2064.476,9775.385,2080.088,30669.021,2082.812,21013.318,2064.958
310,30.9,16605.426,2471.606,21641.973,2398.946,22748.656,2721.514,25259.432,2458.062,26489.191,2246.872,21597.584,2460.528,20394.432,2372.318,29633.537,2629.652,12739.069,2432.222,23674.053,2118.792,22557.055,2150.352,20556.158,2131.281,19483.096,2067.143,9771.736,2082.879,30524.166,2078.604,21009.148,2064.83
311,31.0,16590.984,2473.459,21649.352,2410.0,22753.143,2721.486,25101.691,2444.692,26380.469,2251.958,21623.195,2467.417,20431.592,2368.705,29597.957,2611.638,12722.861,2426.375,23598.156,2117.76,22514.148,2156.741,20511.369,2122.877,19422.381,2063.444,9729.242,2082.703,30313.521,2082.375,21014.49,2067.681
312,31.1,16564.426,2465.803,21556.082,2419.378,22541.172,2718.229,24934.691,2450.492,26261.682,2249.745,21545.695,2454.75,20372.295,2364.977,29576.551,2618.203,12739.402,2428.083,23592.666,2126.0,22480.352,2146.056,20464.492,2125.438,19417.604,2068.143,9696.747,2071.747,30040.709,2083.792,21007.404,2076.383
313,31.2,16520.639,2474.885,21525.107,2427.054,22438.258,2718.057,24740.938,2446.692,26227.469,2244.979,21499.305,2444.5,20324.068,2356.727,29529.0,2618.319,12715.861,2425.125,23557.854,2126.812,22552.0,2146.574,20482.07,2120.298,19313.064,2067.952,9703.89,2081.901,29832.125,2084.312,20974.34,2072.255
314,31.3,16474.311,2466.574,21499.676,2415.243,22267.172,2723.714,24533.846,2440.169,26090.936,2241.0,21430.389,2453.028,20279.545,2365.023,29581.131,2626.073,12675.306,2430.347,23498.562,2123.875,22495.389,2154.463,20462.561,2122.14,19320.73,2065.254,9651.945,2079.011,29626.375,2083.208,20964.447,2083.106
315,31.4,16441.18,2452.803,21491.676,2421.811,22119.344,2733.686,24306.309,2453.169,26059.318,2257.106,21361.055,2450.278,20254.068,2355.045,29479.682,2621.638,12669.833,2425.917,23406.084,2126.01,22407.574,2159.352,20475.842,2123.947,19237.111,2072.683,9617.209,2067.483,29519.209,2075.125,20930.531,2066.447
316,31.5,16416.557,2469.098,21391.486,2413.297,22014.4,2724.686,24092.139,2446.877,25929.299,2237.489,21302.445,2447.0,20216.318,2373.523,29461.305,2631.102,12706.5,2417.361,23398.156,2116.76,22404.037,2149.37,20426.105,2113.772,19243.92,2065.667,9609.121,2077.088,29341.854,2076.229,20913.299,2080.745
317,31.6,16386.459,2457.787,21335.027,2409.892,21916.914,2695.286,23953.723,2445.446,25820.17,2249.0,21223.334,2450.0,20129.273,2367.295,29446.42,2620.42,12654.402,2419.569,23338.791,2120.74,22341.111,2155.222,20408.596,2123.632,19212.508,2066.111,9580.726,2074.483,29143.334,2090.479,20912.51,2072.319
318,31.7,16345.213,2462.984,21309.135,2435.081,22787.801,2784.714,23742.801,2437.969,25770.744,2251.553,21180.916,2444.278,20117.5,2365.318,29428.537,2620.058,12652.208,2415.625,23319.531,2119.292,22365.611,2150.389,20363.211,2124.719,19093.699,2064.444,9548.736,2073.583,28989.479,2074.0,20839.49,2066.042
319,31.8,16340.508,2454.59,21233.811,2422.919,22749.943,2786.572,23569.662,2441.969,25675.043,2245.979,21133.473,2445.694,20096.023,2370.25,29460.391,2606.942,12613.848,2424.431,23253.062,2120.906,22285.445,2158.148,20344.578,2127.316,19106.699,2066.762,9496.45,2074.659,28857.688,2086.938,20804.318,2086.702
320,31.9,16315.722,2465.475,21161.838,2422.703,22688.857,2773.6,23356.969,2438.369,25525.596,2241.298,21048.889,2455.694,20007.137,2369.273,29340.188,2613.116,12563.694,2423.056,23228.656,2122.875,22266.852,2154.0,20332.912,2128.649,19087.635,2059.556,9459.527,2079.132,28656.459,2085.021,20775.723,2066.064
321,32.0,16247.574,2477.738,21147.244,2418.594,22593.629,2792.914,23220.969,2445.215,25402.127,2244.702,21035.389,2460.694,19990.432,2372.341,29273.275,2620.826,12522.806,2417.472,23137.053,2116.75,22253.314,2147.611,20250.035,2115.912,19027.127,2067.54,9461.538,2084.033,28517.666,2082.458,20727.127,2071.894
322,32.1,16192.426,2452.295,21179.027,2415.594,22619.428,2769.086,22950.785,2454.785,25300.744,2251.149,20963.834,2453.472,19924.068,2367.25,29320.029,2619.362,12486.708,2431.486,23089.584,2120.844,22196.148,2143.63,20177.596,2124.14,18969.318,2068.381,9387.648,2083.824,28300.791,2082.833,20716.957,2071.191
323,32.2,16186.492,2465.016,21093.73,2404.432,22415.143,2800.314,22761.893,2446.554,25299.531,2261.83,20820.139,2448.167,19811.977,2364.455,29197.174,2617.855,12421.402,2428.944,23067.115,2118.302,22226.926,2150.167,20169.754,2127.93,18973.715,2063.048,9387.494,2079.0,28124.916,2078.292,20763.299,2074.128
324,32.3,16131.787,2474.312,21112.324,2418.189,22311.572,2772.486,23125.354,2425.415,25297.064,2254.383,20872.5,2445.194,19855.227,2367.545,29104.246,2609.898,13561.902,2386.931,23050.822,2117.74,22121.074,2144.444,20138.824,2123.596,18965.096,2070.508,9343.154,2081.187,27918.416,2072.667,20704.553,2069.532
325,32.4,16098.59,2456.918,20990.189,2412.081,22226.057,2758.8,22929.691,2427.723,25282.83,2247.638,20742.084,2455.667,19779.75,2375.523,29034.217,2619.812,13490.639,2387.208,23034.688,2117.906,22169.037,2142.37,20113.246,2119.456,18884.477,2070.572,9276.506,2073.517,27699.312,2081.812,20708.979,2069.638
326,32.5,16085.295,2467.721,20995.27,2417.946,22134.314,2777.486,22679.539,2429.492,25288.127,2245.723,20649.416,2463.528,19700.658,2368.341,28931.391,2620.855,12358.723,2428.264,22992.688,2118.5,22108.463,2160.574,20141.859,2121.158,18866.842,2066.063,9225.527,2080.846,27443.396,2082.729,20664.361,2078.042
327,32.6,16015.524,2465.902,20946.918,2420.73,22034.742,2770.257,22550.893,2427.108,25220.553,2255.34,20613.473,2445.361,19665.705,2354.295,28875.479,2615.739,13496.875,2386.25,22929.322,2116.344,22128.574,2147.407,20044.578,2120.176,18835.619,2072.222,9202.066,2075.879,27250.188,2080.208,20667.682,2076.723
328,32.7,16007.147,2463.885,20887.162,2419.27,22070.943,2752.886,22452.092,2432.0,25150.83,2256.979,20558.666,2453.0,19626.318,2370.091,28849.957,2617.681,13437.806,2386.111,22880.438,2120.177,22036.518,2148.185,20036.648,2124.912,18805.762,2060.27,9148.648,2079.561,27054.709,2078.771,20623.426,2068.404
329,32.8,15961.655,2457.049,20877.27,2419.081,22012.057,2774.743,22321.432,2429.046,25155.447,2245.128,20471.334,2460.583,19558.705,2363.205,28729.088,2620.768,13453.152,2387.542,22774.781,2121.49,22010.5,2143.185,20022.596,2129.21,18786.461,2071.444,9110.802,2076.659,26841.604,2088.375,20529.682,2079.468
330,32.9,15922.787,2463.606,20822.594,2400.27,21958.029,2761.943,22247.031,2421.215,25145.723,2240.809,20422.805,2448.889,19533.477,2363.886,28638.623,2603.261,13429.125,2391.097,22706.822,2115.781,21997.889,2147.981,19912.439,2120.105,18751.762,2065.714,9070.802,2073.857,26603.0,2080.583,20542.914,2065.128
331,33.0,15851.147,2461.115,20804.568,2410.919,21879.172,2758.2,22090.924,2426.077,25182.979,2240.213,20341.139,2449.444,19460.682,2361.5,28583.695,2613.116,13373.444,2392.542,22668.406,2122.01,21960.371,2145.796,19913.508,2123.158,18704.334,2065.381,9018.527,2078.088,26373.479,2085.562,20539.043,2073.106
332,33.1,15814.737,2469.066,20740.217,2427.622,21809.715,2764.857,22014.523,2424.723,25153.021,2245.553,20293.473,2468.389,19432.955,2360.545,28483.262,2597.203,13363.361,2388.042,22563.709,2116.771,21905.574,2151.056,19875.193,2125.404,18671.793,2066.397,8984.396,2079.791,26124.562,2078.792,20492.404,2073.0
333,33.2,15784.655,2454.016,20753.648,2417.378,21677.285,2763.971,21852.984,2428.185,25166.256,2245.638,20219.666,2442.5,19382.045,2363.432,28408.102,2603.478,13312.986,2391.333,22516.635,2117.177,21897.408,2152.352,19821.176,2133.86,18641.969,2056.27,8919.967,2078.506,25953.979,2076.229,20480.361,2074.596
334,33.3,15720.558,2461.213,21332.27,2413.568,21586.715,2753.457,21753.953,2424.8,25041.701,2249.298,20217.611,2443.167,19358.068,2364.386,28298.305,2608.246,13283.736,2387.278,22427.135,2116.49,21858.777,2151.093,19835.578,2127.316,18606.318,2071.968,8862.066,2069.594,26705.666,2079.271,20497.682,2066.255
335,33.4,15670.787,2450.705,21315.811,2412.703,21514.258,2754.543,21608.754,2429.0,25031.469,2255.723,20067.611,2447.944,19221.523,2353.136,28234.16,2609.203,13227.639,2382.5,22455.719,2116.625,21842.389,2152.204,19802.176,2125.719,18609.904,2065.317,8815.648,2072.022,25567.041,2081.917,20427.639,2070.34
336,33.5,15620.181,2460.279,21359.406,2408.676,21451.629,2748.514,21518.83,2427.215,24934.299,2247.064,20039.027,2447.139,19214.795,2358.614,28154.682,2599.725,13257.931,2381.306,22397.459,2120.76,21797.889,2145.278,19737.736,2122.14,18592.555,2070.857,8781.506,2071.572,26336.812,2079.021,20463.531,2072.915
337,33.6,15557.524,2454.656,21296.162,2416.351,21311.486,2754.229,21496.416,2425.554,24900.83,2244.979,19934.473,2449.889,19121.5,2359.932,28095.072,2613.014,13209.069,2381.806,22350.041,2114.865,21772.186,2147.704,19676.387,2125.86,18541.666,2061.238,8733.318,2072.758,26174.709,2076.562,20520.49,2066.702
338,33.7,15552.263,2464.377,21234.756,2421.703,21217.914,2748.286,21431.6,2423.215,24909.105,2250.298,19896.277,2445.778,19097.273,2352.091,27974.564,2601.333,13157.014,2380.333,22267.719,2113.01,21709.629,2147.093,19660.578,2129.316,18494.223,2061.778,8678.67,2073.648,25991.416,2090.333,20339.701,2072.83
339,33.8,15456.983,2464.672,21216.865,2403.378,21158.258,2761.971,21352.186,2433.215,24769.021,2243.809,19837.195,2431.944,19051.682,2362.182,27936.941,2602.073,13122.056,2384.597,22270.291,2114.167,21751.129,2161.148,19599.422,2121.474,18513.174,2060.841,8648.121,2072.11,25802.729,2076.25,20294.51,2071.638
340,33.9,15438.885,2455.738,21187.945,2405.757,21053.686,2758.714,21261.047,2420.338,24710.447,2254.745,19770.223,2452.111,19012.068,2361.5,27804.812,2615.42,13084.194,2372.194,22111.969,2115.177,21712.334,2143.13,19529.701,2117.579,18440.047,2066.873,8608.726,2077.396,25682.188,2072.354,20336.148,2067.213
341,34.0,15401.017,2456.197,21154.324,2408.27,20979.0,2742.143,21149.322,2435.446,24714.0,2249.021,19759.389,2455.139,18999.182,2370.591,27687.84,2602.275,13029.348,2379.597,21973.604,2118.917,21598.555,2149.037,19507.246,2115.158,18491.223,2065.667,8536.934,2075.044,25498.271,2082.625,20237.191,2071.128
342,34.1,15387.377,2468.475,21123.865,2426.108,20847.258,2738.8,21056.461,2422.677,24660.0,2248.404,19680.889,2447.611,18911.727,2361.455,27702.334,2603.898,12961.152,2370.153,21887.635,2117.812,21617.092,2143.574,19495.088,2121.053,18409.285,2066.175,8509.989,2076.231,25352.291,2084.0,20247.744,2072.234
343,34.2,15325.623,2453.0,21142.811,2419.487,20851.371,2739.572,20919.154,2427.477,24632.34,2244.128,19615.584,2461.778,18877.387,2370.455,27626.0,2595.913,12894.333,2345.972,21844.469,2116.031,21584.0,2154.63,19409.475,2120.281,18369.031,2065.381,8480.78,2075.813,25186.166,2077.562,20196.256,2059.362
344,34.3,15316.345,2460.443,21127.297,2414.054,20706.371,2747.686,20780.523,2414.539,24642.148,2254.723,19548.777,2439.167,18818.637,2357.727,27490.637,2598.652,12877.527,2354.111,21735.969,2115.49,21552.223,2143.148,19360.299,2124.281,18321.445,2071.302,8448.726,2073.78,25044.166,2080.417,20205.426,2063.766
345,34.4,15304.787,2455.951,21039.486,2406.784,21519.428,2822.171,20679.953,2422.169,24558.617,2240.66,19424.25,2448.694,18722.523,2358.477,27545.564,2602.507,12855.5,2363.167,21648.521,2113.927,21544.186,2140.63,19356.475,2121.368,18301.381,2069.27,8410.176,2083.308,24881.625,2075.292,20168.447,2069.511
346,34.5,15208.082,2455.902,20976.514,2407.811,21374.514,2815.4,20601.969,2429.6,24501.66,2248.255,19336.473,2449.528,18650.045,2358.682,27413.42,2593.478,12882.167,2366.861,21581.719,2121.479,21493.055,2150.426,19280.352,2131.895,18323.984,2058.508,8351.901,2077.528,24853.125,2078.208,20177.787,2064.489
347,34.6,15211.131,2447.213,21025.865,2406.541,21334.258,2819.0,20507.445,2424.677,24508.936,2248.723,19276.25,2446.833,18603.908,2363.205,27353.783,2602.71,12841.208,2368.111,21563.844,2118.323,21502.074,2143.63,19239.158,2129.193,18318.984,2066.206,8319.253,2075.066,24703.938,2072.896,20080.723,2071.468
348,34.7,15168.901,2452.164,20983.838,2415.135,21226.656,2822.4,20474.293,2421.138,24448.426,2246.511,19253.916,2448.333,18570.092,2357.432,27171.436,2610.652,12803.931,2369.972,21530.803,2115.844,21406.686,2152.278,19192.895,2123.596,18234.699,2062.063,8306.066,2076.341,24554.729,2083.104,20037.83,2071.021
349,34.8,15101.213,2450.951,21002.568,2420.162,21079.115,2825.8,20366.477,2413.739,24314.299,2259.958,19128.973,2459.694,18451.545,2364.273,27148.869,2599.043,12770.264,2378.389,21464.803,2112.906,21395.055,2151.296,19074.439,2117.982,18224.539,2056.238,8282.253,2073.978,24498.979,2072.062,20035.127,2063.872
350,34.9,15038.951,2449.475,20933.107,2407.297,21013.857,2791.943,20316.877,2429.554,24371.914,2245.596,19064.389,2447.472,18384.523,2359.955,27069.826,2604.493,12755.361,2367.833,21381.385,2115.583,21354.629,2148.278,19033.0,2118.544,18222.492,2055.603,8259.517,2074.132,24384.938,2079.625,20009.83,2065.66
351,35.0,15067.033,2451.59,20979.756,2406.027,21010.742,2805.914,20235.953,2427.062,24210.895,2249.681,18987.334,2453.361,18359.137,2362.545,27044.738,2603.391,12754.625,2377.986,21307.344,2117.302,21309.889,2157.389,18966.93,2125.018,18225.666,2056.444,8209.044,2076.802,24264.771,2070.812,19939.404,2068.83
352,35.1,14988.787,2449.557,20926.541,2428.081,20932.428,2809.2,20187.861,2420.708,24164.213,2255.83,18891.555,2444.694,18266.658,2361.341,26914.537,2593.609,12700.027,2379.375,21242.938,2119.479,21277.26,2149.407,18927.719,2119.07,18198.572,2058.889,8207.692,2079.319,24149.646,2084.354,19903.17,2063.979
353,35.2,14955.935,2458.918,20828.379,2422.243,20752.086,2798.829,20161.461,2425.585,24084.213,2249.383,18793.527,2436.667,18175.908,2360.205,26887.551,2603.783,12765.181,2365.944,21193.553,2115.531,21248.314,2144.722,19319.965,2122.579,18095.492,2065.714,8155.231,2071.165,24115.146,2078.583,19871.787,2067.745
354,35.3,14869.901,2445.279,20762.918,2409.297,20625.771,2797.714,20996.877,2444.138,23992.766,2241.617,18703.027,2444.056,18109.682,2354.477,26784.479,2604.261,12762.514,2376.083,21100.959,2117.01,21184.537,2146.759,19254.193,2124.79,18120.73,2057.968,8142.154,2078.088,23964.688,2071.667,19815.895,2065.851
355,35.4,14824.901,2452.328,20754.027,2407.594,20619.971,2794.886,20915.432,2440.046,24017.213,2244.383,18647.916,2438.194,18073.137,2354.091,26689.0,2597.232,12728.292,2385.583,21069.354,2115.26,21181.834,2143.944,19226.982,2125.421,18124.572,2061.016,8095.275,2072.385,23835.979,2080.521,19793.234,2072.426
356,35.5,14791.951,2448.229,20797.703,2415.73,20532.229,2800.314,20834.877,2441.754,23866.66,2250.553,18476.25,2453.139,17901.658,2357.023,26618.131,2596.927,12697.125,2366.972,21019.822,2107.812,21135.555,2148.481,19142.842,2116.614,18146.523,2056.428,8077.451,2080.769,23744.229,2071.396,19765.979,2069.787
357,35.6,14746.737,2456.508,20759.082,2417.649,20359.229,2774.572,20782.107,2448.015,23880.086,2235.702,18437.695,2453.833,17843.5,2365.977,26557.318,2603.42,12624.611,2362.417,20927.521,2114.771,21042.611,2143.074,19105.439,2123.526,18108.666,2063.635,8036.824,2085.396,23608.541,2086.792,19717.979,2072.511
358,35.7,14659.394,2454.574,20681.27,2397.135,20234.057,2792.743,20732.83,2442.785,23727.49,2252.66,18282.25,2441.75,17764.092,2358.773,26390.391,2593.58,12637.194,2358.972,20842.312,2111.062,21051.148,2158.204,19067.176,2128.93,18065.016,2054.381,8012.549,2071.78,23583.416,2077.438,19685.17,2079.0
359,35.8,14614.722,2461.295,20703.107,2396.649,20159.828,2781.914,20588.6,2432.815,23621.49,2249.362,18231.834,2449.972,17723.568,2363.932,26286.564,2600.435,12670.556,2372.25,20806.041,2116.312,20998.926,2144.611,19001.439,2125.947,18115.539,2066.016,8012.571,2071.22,23466.334,2067.875,19651.447,2068.851
360,35.9,14543.869,2452.394,20637.486,2424.568,20032.971,2773.0,20507.338,2430.708,23550.574,2251.383,18132.416,2440.444,17624.318,2364.909,26250.188,2596.159,12658.236,2362.694,20724.625,2115.833,20963.426,2144.944,19008.439,2120.947,18088.412,2059.905,7979.495,2074.198,23392.104,2075.5,19575.213,2064.021
361,36.0,14494.492,2452.049,20627.027,2411.622,19951.629,2760.286,20364.385,2438.723,23570.383,2242.766,18035.416,2432.583,17537.158,2348.295,26174.289,2593.739,12673.736,2367.847,20646.979,2113.406,20939.5,2145.389,18967.105,2120.21,18042.715,2051.428,7925.769,2076.33,23282.416,2071.312,19569.105,2064.213
362,36.1,14413.0,2451.656,20590.432,2419.054,19885.828,2759.714,20286.016,2433.354,23399.234,2239.383,17976.389,2448.361,17516.408,2352.841,26137.711,2607.841,12588.319,2365.722,20577.271,2121.375,20923.074,2147.259,18946.387,2117.193,18038.936,2056.111,7907.297,2069.802,23202.875,2066.896,19565.895,2058.383
363,36.2,14423.426,2455.066,20585.27,2411.649,19766.715,2767.914,20216.984,2435.677,23385.277,2247.489,17860.334,2431.556,17406.773,2352.773,26087.869,2600.71,12576.931,2364.722,20487.656,2113.854,20851.76,2139.315,18923.352,2120.404,18003.461,2061.032,7874.22,2079.912,23159.271,2083.354,19567.383,2070.83
364,36.3,14397.623,2449.623,20477.082,2412.351,19662.115,2767.743,20046.754,2446.154,23265.51,2244.851,17754.861,2424.333,17310.25,2354.955,26002.203,2586.783,12547.402,2382.472,20412.479,2117.417,20798.426,2140.926,18907.158,2115.895,17990.635,2066.524,7846.385,2076.813,23115.75,2074.625,19455.191,2060.915
365,36.4,14323.672,2450.197,20403.027,2391.487,19611.314,2763.914,20023.107,2432.908,23198.426,2233.085,17751.139,2442.472,17307.477,2353.045,25888.16,2590.754,12509.361,2365.069,20347.896,2110.333,20789.074,2143.019,18853.475,2113.579,17963.285,2064.714,7803.846,2065.945,22950.021,2071.979,19419.234,2068.936
366,36.5,14296.41,2453.82,20461.244,2408.865,19526.086,2768.314,19874.047,2428.477,23086.021,2258.191,17675.723,2450.972,17251.363,2364.909,25449.203,2632.377,12463.236,2358.0,20264.021,2110.708,21059.166,2146.833,18793.666,2123.79,17887.096,2054.968,7775.67,2071.033,22893.354,2071.875,19401.064,2075.468
367,36.6,14209.229,2453.836,20365.541,2401.838,19515.6,2761.6,19751.354,2444.385,23009.086,2248.66,17617.973,2448.333,17194.773,2370.159,25429.334,2635.333,12450.098,2364.5,20192.656,2115.281,21060.537,2150.37,18368.475,2121.456,17923.016,2058.524,7761.714,2075.901,22804.25,2078.812,19364.744,2077.532
368,36.7,14156.688,2455.115,20302.459,2408.27,19760.258,2748.086,20117.77,2411.138,22996.914,2244.362,17577.166,2438.194,17166.045,2360.318,25401.725,2633.203,12428.473,2361.347,20068.375,2122.271,20986.889,2140.056,18381.088,2115.193,17943.65,2063.381,7735.473,2076.417,22774.709,2076.167,19341.447,2060.936
369,36.8,14132.196,2449.344,20290.648,2408.784,19352.857,2746.6,19997.984,2424.615,22952.873,2252.809,17538.166,2440.861,17119.863,2353.955,25353.957,2631.391,12412.652,2356.333,20069.854,2116.49,20960.037,2149.0,18762.141,2119.351,17934.127,2055.397,7719.473,2071.758,22656.604,2070.646,19274.639,2065.553
