Index,Time (s) Adjusted,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean2
376,37.5,10933.984,2350.385,10564.358,2340.321,15843.647,2412.961,16461.17,2515.83,17627.109,2392.418,18443.57,2822.375,12264.521,2109.875,8921.223,2202.875,8647.794,2095.632,20181.094,2355.406,28298.85,3291.767,20553.361,2123.948,17245.203,2080.102,14501.977,2081.381,12377.2,2094.327
377,37.6,11038.907,2334.862,10571.914,2341.605,15866.02,2409.059,16432.963,2499.642,17635.582,2383.236,18513.111,2817.125,12249.812,2119.208,8934.833,2210.181,8649.147,2101.309,20172.812,2359.469,28278.633,3293.6,20544.604,2117.155,17193.164,2086.367,14431.738,2079.572,12308.818,2094.327
378,37.7,11059.277,2341.969,10585.062,2345.099,15874.098,2402.412,16422.303,2510.132,17608.691,2386.455,18450.375,2824.375,12267.0,2119.562,8873.889,2202.361,8625.059,2087.618,20178.125,2351.156,28216.584,3307.4,20486.189,2124.707,17068.49,2069.551,14384.643,2073.119,12297.327,2096.527
379,37.8,11080.877,2340.2,10580.803,2331.864,15861.372,2410.49,16436.773,2495.679,17616.982,2375.291,18432.459,2819.903,12110.688,2120.0,8914.625,2215.792,8646.677,2088.573,20147.625,2344.188,28209.334,3302.933,20478.5,2117.345,16982.611,2077.755,14327.667,2085.119,12304.673,2098.018
380,37.9,11056.508,2344.138,10580.0,2333.432,15840.138,2405.274,16372.075,2520.377,17586.127,2393.982,18396.361,2816.694,11973.417,2123.938,8864.083,2204.083,8638.927,2084.456,20165.344,2362.125,28168.6,3290.867,20432.551,2120.5,16931.428,2075.428,14340.286,2087.333,12287.637,2097.582
381,38.0,10949.0,2342.4,10529.42,2329.531,15864.432,2401.765,16333.698,2516.396,17630.619,2371.291,18422.459,2831.444,12011.688,2120.396,8867.875,2214.292,8592.206,2093.838,20150.469,2358.875,28204.482,3285.483,20449.242,2119.086,16857.408,2078.245,14468.596,2082.928,12247.928,2099.673
382,38.1,11085.077,2333.477,10510.062,2344.395,15825.039,2410.431,16332.245,2514.132,17608.727,2386.655,18396.57,2814.75,11978.167,2111.771,8904.486,2203.806,8547.309,2093.897,20155.344,2357.344,28121.367,3280.917,20422.379,2126.121,16821.652,2069.592,14505.19,2084.357,12207.69,2091.036
383,38.2,11032.846,2340.831,10500.432,2335.889,15867.294,2410.0,16347.113,2514.604,17587.473,2382.6,18381.07,2824.403,12279.708,2123.354,8884.833,2208.931,8567.823,2085.662,20149.219,2364.844,28098.934,3289.833,20385.379,2122.259,16803.061,2076.347,14502.119,2080.167,12219.764,2092.6
384,38.3,11042.893,2326.631,10546.42,2336.901,15865.765,2411.059,16246.49,2508.528,17603.49,2378.6,18344.486,2824.847,12030.417,2123.896,8889.598,2207.903,8553.25,2087.897,20193.375,2345.469,28088.834,3283.267,20305.139,2122.293,16802.307,2078.306,14559.023,2076.286,12223.618,2092.909
385,38.4,11059.784,2336.523,10508.79,2342.556,15854.372,2410.255,16165.0,2483.868,17536.109,2394.436,18393.75,2817.986,11931.792,2120.833,8926.611,2209.931,8534.971,2093.941,20163.062,2360.719,28026.916,3295.433,20306.139,2114.276,16735.857,2072.775,14425.523,2081.905,12239.036,2090.127
386,38.5,11077.615,2339.769,10499.05,2337.852,15857.726,2402.549,16275.925,2495.34,17569.145,2394.982,18334.652,2810.417,12134.208,2122.875,8888.806,2209.792,8543.883,2080.662,20196.438,2349.219,28013.4,3269.967,20319.207,2123.414,16711.225,2081.775,14471.238,2087.5,12215.945,2087.873
387,38.6,11060.723,2339.0,10504.79,2343.111,15837.117,2410.706,16318.566,2494.377,17540.363,2382.582,18345.209,2811.889,12000.771,2112.333,8885.723,2206.694,8561.015,2084.279,20184.438,2345.406,27959.051,3281.067,20332.914,2115.138,16636.959,2085.326,14454.477,2082.524,12205.709,2094.054
388,38.7,11061.954,2335.954,10497.296,2344.271,15825.607,2406.49,16154.925,2498.151,17552.51,2384.545,18292.18,2823.417,12162.583,2118.104,8899.542,2215.278,8505.662,2085.941,20190.156,2351.969,27952.732,3283.767,20291.914,2117.672,16599.572,2067.326,14454.929,2081.262,12108.873,2081.927
389,38.8,11042.984,2338.969,10475.123,2337.691,15820.177,2409.902,16152.717,2495.019,17509.49,2386.345,18259.277,2813.889,12109.75,2117.354,8873.125,2205.125,8495.25,2092.647,20186.531,2358.25,27925.5,3271.75,20279.689,2124.259,16562.797,2079.857,14471.571,2074.905,12150.146,2084.782
390,38.9,11044.0,2341.046,10480.766,2338.136,15825.0,2397.529,16210.925,2505.283,17533.219,2379.873,18263.861,2816.056,12085.354,2125.75,8830.875,2211.611,8450.485,2088.073,20234.844,2365.969,27934.834,3286.333,20284.465,2120.5,16547.816,2084.265,14527.977,2080.69,12129.0,2091.691
391,39.0,11014.969,2338.539,10490.889,2341.037,15773.117,2411.353,16212.773,2501.943,17470.545,2379.909,18256.986,2806.847,12094.271,2123.708,8859.931,2211.917,8458.323,2082.162,20230.156,2360.531,27864.967,3282.117,20248.121,2115.724,16538.143,2076.041,14500.523,2075.5,12140.945,2100.291
392,39.1,11004.677,2325.739,10051.926,2338.198,15756.177,2412.431,16121.566,2500.453,17431.0,2383.345,18246.264,2818.292,12070.917,2114.708,8853.861,2208.472,8840.941,2085.971,20183.344,2353.438,27894.934,3269.2,20197.242,2120.741,16507.836,2075.0,14557.262,2086.19,12131.618,2091.618
393,39.2,10992.277,2332.246,10004.938,2344.667,15772.823,2415.549,16204.528,2508.679,17414.473,2383.273,18219.93,2817.458,12015.604,2120.583,8832.361,2219.097,8816.456,2090.721,20186.438,2349.062,27888.301,3274.85,20163.379,2120.31,16478.857,2079.755,14558.477,2084.524,12140.745,2088.709
394,39.3,10985.938,2338.754,10036.444,2342.642,15779.49,2401.392,16165.396,2497.302,17502.182,2381.273,18172.43,2823.444,12155.438,2123.583,8854.014,2207.083,8794.103,2083.456,20128.844,2353.188,27905.283,3278.133,20151.0,2121.431,16460.469,2076.306,14563.143,2078.048,12117.8,2083.436
395,39.4,10948.661,2354.123,10043.642,2344.926,15727.078,2405.745,16067.434,2493.774,17465.037,2382.509,18206.916,2811.278,12226.167,2123.688,8817.723,2208.75,8782.603,2094.338,20131.5,2353.281,27898.982,3281.05,20121.861,2122.672,16446.918,2079.531,14542.429,2078.095,12105.654,2090.273
396,39.5,10830.8,2346.231,10018.777,2344.16,15692.353,2402.961,16010.0,2501.792,17432.037,2379.709,18173.18,2797.667,12172.479,2121.396,8819.958,2207.597,8759.265,2088.221,20096.531,2353.5,27801.617,3272.217,20090.568,2128.328,16409.857,2084.408,14517.786,2085.262,12079.945,2095.309
397,39.6,10892.154,2336.631,10000.556,2342.568,15731.177,2409.902,16108.34,2501.415,17418.164,2377.436,18152.5,2815.625,12233.5,2121.708,8814.098,2202.236,8722.0,2081.971,20135.25,2355.312,27815.85,3277.5,19972.311,2122.948,16302.021,2077.979,14515.667,2082.572,12097.709,2092.8
398,39.7,10931.246,2348.0,10001.111,2353.556,15686.177,2401.255,16140.547,2500.208,17429.236,2379.527,18125.041,2811.194,12180.917,2120.562,8806.848,2213.125,8768.177,2086.927,20015.25,2354.469,27758.85,3278.183,20007.242,2119.759,16300.837,2080.572,14472.333,2084.357,12071.964,2089.4
399,39.8,10944.692,2343.846,10031.062,2338.519,15702.333,2412.314,16110.717,2496.868,17400.309,2387.782,18146.68,2817.569,12175.458,2124.958,8812.514,2207.056,8718.0,2084.191,20042.844,2346.562,27728.949,3263.233,19991.5,2120.396,16182.49,2074.388,14470.929,2085.333,12026.909,2088.236
400,39.9,10905.861,2363.646,10027.58,2341.704,15631.432,2490.196,15852.227,2514.642,17374.455,2377.018,18100.18,2815.903,12207.188,2123.375,8839.944,2231.625,8740.883,2098.75,19885.812,2368.781,27761.1,3324.483,19916.811,2123.517,16214.429,2089.633,14418.19,2084.643,12067.8,2111.655
401,40.0,10919.692,2402.492,10069.062,2365.876,15678.549,2492.078,15995.773,2547.396,17386.945,2394.036,18147.209,2822.625,12280.292,2141.292,8866.056,2260.347,8753.735,2120.956,19887.188,2415.031,27732.732,3388.25,20048.932,2199.396,16385.041,2121.572,14430.262,2151.548,12140.4,2173.891
402,40.1,10891.169,2401.938,10055.197,2382.444,15679.353,2489.922,16019.377,2563.321,16786.127,2420.854,18141.334,2862.25,12212.896,2163.292,8859.167,2249.125,8728.779,2133.015,19859.5,2407.062,27763.684,3392.667,20017.982,2195.034,16325.021,2118.367,14359.404,2215.5,12171.891,2166.236
403,40.2,10928.815,2405.169,10075.37,2391.543,15664.372,2504.098,15989.68,2565.151,16808.145,2444.709,18143.709,2861.958,12239.167,2160.25,8823.986,2256.458,8731.662,2128.779,19810.562,2418.219,27603.033,3403.683,20016.086,2197.276,16290.429,2125.388,14286.571,2223.238,12204.69,2173.527
404,40.3,10888.723,2422.031,10038.407,2378.926,15618.274,2498.706,15984.812,2575.208,16817.746,2437.091,18037.07,2850.153,12245.771,2169.188,8806.361,2265.361,8661.735,2128.059,19873.281,2422.812,27665.85,3412.233,19924.518,2209.052,16281.796,2131.979,14354.596,2236.524,12166.346,2178.436
405,40.4,10800.308,2411.338,10031.321,2388.222,15576.804,2501.529,15918.34,2556.302,16827.291,2448.146,18003.541,2873.25,12144.292,2169.833,8780.583,2268.667,8630.133,2123.721,19782.406,2435.844,27602.967,3389.467,20670.604,2195.362,16383.551,2130.306,14422.523,2226.238,12125.563,2185.8
406,40.5,10645.323,2410.646,10393.814,2376.876,15546.432,2498.373,15860.566,2576.83,16815.055,2443.273,17980.848,2871.347,12078.688,2172.021,8754.723,2261.5,8576.485,2122.794,19799.75,2444.25,27513.434,3393.233,20682.172,2204.483,16438.184,2136.551,14456.096,2225.143,12164.2,2175.745
407,40.6,10714.969,2414.615,10393.234,2375.481,15647.333,2501.412,15846.736,2578.472,16764.6,2444.091,17983.111,2867.139,12030.792,2160.021,8748.598,2258.694,8500.412,2123.382,20043.219,2404.75,27521.117,3406.733,20640.621,2203.069,16445.266,2135.021,14380.571,2232.762,12093.437,2175.036
408,40.7,10721.216,2415.862,10384.926,2380.247,15519.883,2497.078,15836.019,2568.906,16745.328,2435.909,17949.291,2863.472,11975.667,2178.375,8730.542,2264.514,8524.117,2127.353,20072.844,2410.906,27499.117,3389.167,20597.379,2203.155,16461.143,2129.082,14449.833,2224.976,12058.072,2186.564
409,40.8,10618.861,2426.877,10383.827,2379.741,15517.902,2502.137,15776.415,2561.66,16733.055,2446.8,17880.014,2866.972,11885.104,2168.354,8731.236,2260.625,8503.515,2124.529,20098.625,2417.625,27458.867,3381.117,20524.861,2206.552,16466.877,2127.857,14382.357,2232.762,12033.072,2175.946
410,40.9,10590.093,2424.8,10387.543,2376.667,15446.647,2496.765,15820.34,2569.302,16709.473,2448.509,17840.555,2870.611,11603.979,2172.938,8686.486,2262.611,8446.177,2123.0,20013.406,2419.281,27343.816,3364.1,20564.396,2202.534,16442.756,2138.979,14336.881,2219.619,12034.236,2171.236
411,41.0,10517.216,2443.754,10388.753,2374.16,15467.98,2498.0,15754.623,2574.472,16637.545,2449.091,17846.861,2860.583,11493.5,2177.729,8689.208,2266.292,8432.206,2127.353,20095.75,2408.75,27312.982,3379.767,20445.793,2200.121,16448.756,2125.123,14275.952,2231.405,12025.654,2173.745
412,41.1,10470.0,2427.923,10363.197,2372.531,15433.823,2492.608,15615.396,2547.358,16563.527,2441.782,17787.32,2859.806,11655.875,2158.812,8646.125,2257.875,8358.471,2122.073,20097.625,2412.656,27228.25,3388.2,20389.068,2193.604,16454.061,2123.674,14250.904,2231.476,11962.527,2173.509
413,41.2,10404.846,2426.938,10366.383,2378.296,15459.02,2506.0,15562.038,2549.849,16479.328,2444.218,17758.139,2865.222,11644.521,2174.188,8639.833,2266.889,8360.221,2118.177,20043.469,2408.812,27260.518,3385.583,20390.758,2201.828,16501.775,2132.245,14183.119,2231.762,11955.582,2189.036
414,41.3,10366.139,2443.508,10347.901,2377.16,15423.255,2499.157,15687.962,2572.83,16425.672,2442.509,17652.111,2871.917,11404.208,2165.667,8658.639,2263.597,8334.294,2123.515,20037.125,2404.719,27087.217,3388.233,20345.672,2191.259,16493.775,2117.102,14171.643,2234.405,11912.909,2182.982
415,41.4,10289.969,2429.246,10323.16,2374.63,15411.823,2506.706,15650.755,2571.66,16395.164,2451.836,17625.973,2868.153,11440.021,2165.396,8619.5,2261.056,8309.956,2121.515,20018.469,2411.812,27048.834,3364.783,20327.5,2198.431,16506.266,2125.612,14050.119,2222.119,11898.127,2176.4
416,41.5,10259.477,2434.138,10329.901,2373.975,15329.177,2505.961,15639.132,2568.981,16347.873,2431.218,17618.848,2865.083,11355.333,2166.229,8583.792,2270.042,8305.985,2129.588,20056.5,2414.125,27081.268,3356.183,20223.639,2213.431,16517.551,2130.388,13683.071,2221.286,11952.2,2177.327
417,41.6,10279.815,2441.077,10311.321,2373.667,15302.177,2494.412,15580.698,2572.736,16351.236,2444.6,17580.959,2853.972,11289.417,2170.833,8613.598,2257.681,8557.235,2129.882,20045.562,2413.531,26971.684,3376.317,20270.965,2203.466,16518.693,2121.939,13752.643,2217.0,11895.31,2172.418
418,41.7,10295.123,2449.338,10320.556,2386.0,15228.432,2483.647,15539.32,2542.943,16223.8,2449.255,17479.805,2858.319,11196.542,2161.521,8646.931,2252.569,8492.323,2125.441,20026.062,2417.5,26889.117,3356.083,20186.275,2200.741,16035.837,2129.796,13808.904,2221.357,11880.873,2178.982
419,41.8,10267.323,2440.246,10281.086,2375.37,15197.353,2495.843,15532.188,2537.396,16167.764,2458.0,17461.486,2867.042,10881.354,2170.375,8603.652,2254.833,8249.647,2125.971,20061.344,2395.094,26828.482,3354.817,20107.775,2199.914,16120.816,2134.428,13821.738,2221.238,11867.164,2181.018
420,41.9,10260.893,2439.692,10288.013,2380.568,15175.706,2490.882,15426.698,2555.34,16103.382,2438.382,17400.264,2864.611,10845.729,2163.875,8596.806,2263.778,8510.617,2125.059,20021.938,2403.062,26733.283,3344.0,20101.846,2206.241,16324.857,2125.592,13807.119,2228.524,11859.019,2177.091
421,42.0,10210.861,2433.6,10277.79,2371.0,15058.862,2493.922,15372.415,2544.057,15958.091,2446.745,17310.32,2855.986,10885.375,2161.438,8583.652,2256.75,8466.397,2132.441,19975.219,2417.0,26705.15,3354.7,19990.982,2205.431,16414.797,2136.123,13796.19,2221.119,11827.346,2179.436
422,42.1,10165.369,2439.677,10238.803,2381.012,15068.333,2497.059,15374.642,2544.981,15836.473,2444.909,17222.027,2855.444,10795.896,2164.958,8581.264,2256.944,8489.383,2127.073,19998.625,2406.219,26572.566,3355.467,19948.518,2199.552,14794.062,2136.041,13728.19,2224.524,11825.491,2179.691
423,42.2,10125.308,2426.138,10248.407,2376.716,14997.216,2492.745,15324.17,2538.981,15731.546,2441.909,17126.139,2862.5,10767.812,2163.646,8589.181,2254.333,8465.956,2120.015,20055.375,2408.375,26551.9,3343.95,19925.035,2209.121,14979.347,2124.735,13718.19,2227.548,11784.909,2177.345
424,42.3,10075.831,2436.015,10179.568,2374.815,14941.843,2492.0,15245.755,2533.358,15642.327,2442.146,17026.848,2844.667,10654.812,2162.396,8558.194,2255.278,8438.117,2127.294,19960.531,2421.594,26389.482,3335.967,19845.379,2200.862,15235.878,2119.225,13675.952,2224.714,11778.036,2177.036
425,42.4,10015.2,2421.585,10208.938,2375.753,14842.961,2495.765,15230.623,2530.17,15532.236,2444.018,16967.264,2857.292,10555.125,2165.729,8552.806,2259.639,8404.677,2129.177,19928.719,2401.156,26361.283,3349.533,19811.346,2205.604,15299.938,2129.653,13709.548,2229.524,11776.582,2174.382
426,42.5,9946.677,2423.862,10164.37,2376.37,14729.372,2494.726,15214.773,2530.868,15432.418,2440.182,16884.75,2855.25,10914.792,2174.438,8544.181,2255.583,8403.853,2124.823,19950.531,2415.625,26262.783,3326.133,19709.775,2199.586,15407.53,2130.143,13684.523,2226.048,11779.854,2172.509
427,42.6,9833.907,2432.646,10155.136,2377.556,14679.98,2500.608,15059.792,2539.868,15263.109,2445.764,16714.68,2857.722,10852.354,2170.188,8492.777,2257.806,8381.956,2131.838,19892.406,2417.969,26168.117,3341.483,19620.328,2195.759,15505.612,2121.0,13678.31,2221.952,11738.4,2177.636
428,42.7,9801.585,2431.477,10131.604,2376.185,14534.333,2494.51,14948.038,2535.887,15107.637,2442.636,16649.652,2852.569,10832.938,2176.271,8465.736,2257.208,8352.588,2128.323,19938.406,2411.094,26029.566,3327.233,19618.189,2206.896,15547.714,2129.837,13611.023,2232.833,11681.019,2172.6
429,42.8,9787.369,2437.046,10116.432,2372.099,14424.451,2488.765,14910.057,2532.019,14960.909,2445.854,16489.305,2849.778,10685.271,2166.146,8448.861,2257.361,8329.133,2131.338,19835.688,2425.844,25957.699,3320.367,19580.518,2205.741,15575.47,2134.306,13578.048,2223.119,11722.546,2175.818
430,42.9,9745.569,2431.892,10097.519,2378.457,14306.235,2496.961,14762.868,2533.66,14781.272,2435.273,16379.208,2849.681,10615.875,2166.271,8421.75,2250.111,8319.177,2124.985,19837.406,2435.469,25841.916,3322.183,19515.949,2206.552,15736.367,2126.612,13576.429,2225.714,11663.0,2178.291
431,43.0,9699.708,2441.969,10074.358,2380.963,14199.098,2510.353,14679.623,2522.17,14578.164,2446.455,16229.417,2848.097,10581.188,2167.021,8418.417,2251.306,8271.765,2130.132,19761.219,2405.969,25665.434,3312.883,19477.035,2200.276,15735.021,2131.428,13513.071,2224.762,11650.418,2174.273
432,43.1,9664.893,2430.062,10044.358,2378.753,14053.039,2502.216,14554.736,2522.094,14400.146,2451.564,16002.611,2839.222,10559.042,2166.354,8406.652,2248.833,8230.617,2120.059,19792.188,2404.562,25591.533,3307.017,19403.621,2202.621,15719.674,2123.612,13461.333,2219.81,11612.036,2171.636
433,43.2,9624.354,2433.354,9986.013,2383.963,13934.804,2488.51,14438.717,2532.962,14182.454,2437.564,15882.848,2855.611,10596.917,2166.188,8368.611,2252.514,8234.25,2119.853,19723.938,2418.656,25385.383,3300.85,19355.725,2207.034,15732.918,2132.061,13421.619,2224.452,11563.546,2177.709
434,43.3,9583.846,2434.0,9963.803,2371.407,13831.726,2491.706,14299.17,2534.962,13992.437,2438.927,15706.361,2856.528,10545.25,2164.375,8383.777,2248.028,8185.926,2123.573,19644.125,2397.719,25217.133,3301.983,19291.568,2209.276,15737.775,2125.286,13386.952,2219.643,11550.782,2173.218
435,43.4,9544.861,2432.231,9921.284,2377.617,13653.059,2488.686,14145.075,2530.415,13798.31,2450.527,15460.819,2855.819,10483.354,2169.708,8349.75,2260.694,8174.794,2123.294,19631.281,2425.031,25035.5,3298.033,19174.828,2200.741,15137.408,2122.306,13347.071,2224.476,11524.109,2173.291
436,43.5,9431.877,2414.277,9928.234,2378.259,13482.353,2488.392,14016.905,2536.547,13578.909,2431.418,15315.375,2856.014,10590.375,2167.938,8313.611,2245.722,8138.338,2123.794,19528.125,2414.344,24909.666,3259.817,19105.189,2204.724,15114.347,2117.755,13267.262,2222.048,11485.491,2172.054
437,43.6,9379.646,2408.215,9885.889,2376.852,13318.49,2499.569,13852.773,2553.585,13374.945,2448.4,15102.277,2855.083,10640.792,2170.625,8343.542,2255.319,8109.706,2122.368,19488.969,2412.906,24770.75,3276.5,19016.914,2199.517,15077.898,2126.469,13156.429,2222.905,11521.909,2174.745
438,43.7,9286.339,2395.985,9848.79,2381.642,13195.706,2491.686,13665.528,2544.887,13201.728,2435.109,14947.125,2860.458,10660.75,2174.979,8292.444,2266.625,8096.279,2126.544,19394.75,2415.781,24629.334,3278.35,18860.586,2212.707,15045.367,2127.49,13166.333,2226.476,11416.036,2179.6
439,43.8,9199.339,2408.923,9799.309,2375.679,13011.862,2501.098,13389.943,2552.377,12989.981,2434.455,14770.194,2871.125,10514.375,2163.292,8303.958,2255.208,8038.485,2127.662,19308.875,2411.688,24434.482,3265.383,18778.293,2211.034,15031.938,2122.918,13060.0,2239.048,11389.31,2188.127
440,43.9,9139.23,2404.585,9768.074,2368.309,12849.294,2494.039,13235.0,2553.245,12862.836,2431.527,14584.292,2886.167,10418.292,2167.792,8263.973,2252.583,8004.853,2122.985,19254.031,2427.156,24130.4,3255.0,18630.225,2210.19,14978.122,2121.286,12932.548,2241.524,11331.546,2179.382
441,44.0,9086.831,2398.154,9733.407,2377.012,12704.0,2495.137,13105.358,2538.698,12736.036,2441.273,14363.902,2896.472,10644.0,2164.5,8233.181,2255.097,7996.456,2125.265,19204.688,2419.531,24023.367,3260.167,18506.586,2205.138,14937.734,2117.816,12877.833,2226.333,11288.236,2174.709
442,44.1,9026.846,2409.8,9659.531,2370.235,12546.588,2490.373,12994.773,2549.208,12604.728,2439.764,14218.389,2887.403,10488.438,2171.188,8222.889,2257.528,7931.897,2116.706,19226.438,2419.312,23763.834,3254.317,18374.5,2211.138,14861.53,2129.674,12748.023,2226.428,11235.346,2179.909
443,44.2,8972.815,2402.985,9631.753,2375.481,12372.313,2489.314,12802.736,2546.528,12452.928,2435.0,14038.458,2912.028,10450.208,2160.479,8182.056,2257.083,7885.0,2127.294,19135.812,2421.625,23532.717,3233.317,18251.568,2199.793,14830.408,2118.796,12683.238,2226.572,11247.654,2175.309
444,44.3,8922.277,2414.508,9588.914,2367.741,12211.412,2487.255,12679.755,2540.698,12304.709,2437.382,13834.208,2927.361,10614.083,2168.562,8147.514,2255.528,7868.647,2128.294,19113.875,2417.406,23314.133,3226.75,18086.518,2203.914,14749.612,2128.674,12555.977,2221.024,11155.236,2173.655
445,44.4,8842.046,2408.169,9533.963,2378.593,12058.196,2483.745,12591.0,2530.113,12195.563,2429.236,13678.167,2930.111,10665.896,2174.167,8132.528,2256.597,7833.559,2112.25,19088.75,2418.25,23137.834,3229.15,17907.225,2207.19,14747.388,2136.326,12517.357,2217.143,11108.69,2180.164
446,44.5,8769.339,2402.754,9468.914,2379.642,11916.49,2499.686,12396.887,2537.887,12028.182,2436.782,13507.348,2948.792,10614.062,2160.25,8068.264,2263.306,7806.647,2129.059,19220.562,2435.281,22911.217,3236.65,17795.879,2205.552,14790.47,2126.449,12369.5,2226.952,11091.854,2192.691
447,44.6,8718.893,2405.431,9453.197,2372.556,11782.568,2477.843,12312.83,2533.962,11965.945,2433.382,13379.611,2967.111,10434.854,2169.333,8057.458,2264.097,7761.029,2125.441,19265.906,2428.0,22706.482,3236.583,17642.465,2204.396,14745.674,2116.123,12273.786,2231.857,11000.563,2186.545
448,44.7,8656.861,2402.292,9397.481,2378.691,11695.607,2480.627,12108.717,2536.585,11832.0,2437.291,13225.667,2976.75,10493.125,2171.958,8085.139,2246.278,7721.206,2126.662,19238.688,2438.25,22392.416,3219.9,17446.189,2204.069,14695.551,2129.714,12177.31,2226.881,10988.563,2172.382
449,44.8,8569.754,2403.539,9346.074,2368.815,11527.843,2494.588,12033.547,2534.17,11723.709,2431.218,13101.806,2977.292,10484.25,2170.667,8047.083,2256.389,7664.029,2126.206,19111.5,2421.969,22206.617,3228.267,17247.982,2207.034,14644.898,2133.326,12056.643,2227.167,10881.164,2176.127
450,44.9,8518.646,2394.508,9283.481,2370.84,11469.961,2488.0,11896.34,2525.981,11623.964,2428.054,13013.527,2998.153,10539.271,2158.604,8006.986,2248.097,7648.559,2123.912,19165.969,2421.375,21939.5,3231.467,17157.932,2199.793,14551.225,2127.469,11974.119,2215.619,10806.964,2177.345
451,45.0,8278.907,2408.246,9271.37,2372.086,11347.843,2482.51,11775.51,2513.585,11526.327,2432.836,12849.694,3015.319,10557.375,2173.062,7973.014,2249.208,7589.191,2121.441,19055.531,2424.188,21745.65,3229.8,16935.449,2199.741,14462.062,2129.286,11933.357,2222.833,10751.236,2170.745
452,45.1,8230.877,2404.877,9195.494,2371.074,11209.412,2485.373,11658.943,2513.623,11514.255,2423.345,12743.431,3014.722,10742.062,2174.083,7954.5,2244.111,7570.279,2121.427,19072.188,2422.625,21534.0,3219.15,16820.0,2202.879,14415.102,2129.408,11744.571,2207.643,10699.2,2184.309
453,45.2,8161.738,2420.846,9150.716,2363.519,11115.098,2490.216,11654.057,2530.151,11417.019,2439.091,12606.75,3023.486,10713.729,2160.0,7870.514,2248.681,7532.382,2129.618,18995.219,2425.312,21366.982,3235.55,16659.414,2203.569,14297.388,2128.531,11664.0,2218.214,10588.146,2183.309
454,45.3,8108.215,2410.431,9086.691,2366.198,11017.883,2503.039,11535.83,2531.736,11357.673,2437.491,12531.764,3042.583,10464.146,2171.292,7879.167,2251.194,7482.515,2122.779,18978.375,2430.156,21086.982,3219.517,16492.932,2203.0,14203.367,2127.796,11558.333,2211.31,10559.382,2178.4
455,45.4,8070.338,2402.539,9036.099,2368.235,10956.255,2492.02,11362.51,2545.321,11270.236,2428.582,12466.0,3037.931,10440.438,2168.021,7868.472,2249.806,7447.853,2126.0,18873.875,2424.938,20906.25,3229.517,16303.311,2202.017,12742.122,2123.531,11438.833,2225.738,10478.31,2176.364
456,45.5,8002.584,2408.046,9006.481,2371.543,10854.588,2489.49,11311.547,2535.981,11193.072,2441.873,12354.806,3057.639,10441.312,2157.688,7844.208,2250.125,7408.691,2139.235,18839.531,2413.312,20678.367,3240.333,16206.811,2201.19,12760.694,2128.898,11342.548,2219.19,10380.127,2182.909
