Index,Time (s) Adjusted,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series002_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series004_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series005_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series007_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series008_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series009_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series011_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series013_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series014_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series015_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series016_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series017_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series018_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series019_Crop001_GCamP_Results_260123_Mean2,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean1,grouped_osm8dr206 2M S bfr_Series020_Crop001_GCamP_Results_260123_Mean2
538,53.7,6429.954,2409.185,6814.049,2369.852,8834.745,2491.294,9181.151,2526.717,9203.891,2407.109,10221.152,3162.014,9920.229,2167.729,6485.625,2251.347,5888.956,2123.471,13828.0,2403.062,14799.083,3170.917,12241.689,2203.414,10419.755,2131.837,8799.0,2223.595,8081.291,2178.182
539,53.8,6461.569,2402.708,6792.716,2377.938,8807.49,2478.784,9163.887,2526.547,9181.109,2430.018,10198.667,3144.389,9843.521,2172.188,6460.486,2251.208,5882.309,2124.662,13757.781,2409.125,14811.467,3166.183,12254.845,2204.466,10366.388,2127.633,8773.262,2214.952,8051.909,2168.091
540,53.9,6423.369,2397.615,6772.815,2365.642,8798.647,2480.882,9140.868,2508.585,9188.582,2413.727,10143.902,3144.819,9897.521,2163.354,6474.931,2234.986,5899.824,2121.838,13667.469,2417.281,14736.1,3172.117,12225.448,2199.569,10047.408,2127.0,8796.262,2220.072,8061.527,2172.273
541,54.0,6415.938,2404.292,6767.802,2380.568,8814.51,2486.745,9140.057,2513.943,9157.437,2422.036,10160.194,3139.667,9825.104,2165.292,6451.028,2237.986,5900.632,2121.265,13604.062,2394.594,14785.733,3174.217,12199.948,2203.707,10054.633,2130.918,8748.048,2222.595,8068.146,2163.818
542,54.1,6411.215,2385.862,6767.062,2368.284,8747.961,2478.039,9152.528,2505.849,9204.637,2411.073,10150.444,3142.722,9808.896,2172.0,6458.556,2247.514,5908.632,2117.412,13582.281,2415.156,14715.217,3154.917,12203.948,2205.793,10080.755,2128.082,8759.643,2222.786,8045.182,2168.236
543,54.2,6393.508,2410.539,6765.605,2378.16,8773.078,2473.0,9139.51,2526.208,9236.091,2417.709,10167.181,3144.944,9810.875,2174.562,6475.319,2247.056,5886.544,2121.544,13596.5,2408.031,14743.967,3147.75,12151.448,2203.862,10017.816,2124.857,8698.881,2221.952,8026.636,2171.655
544,54.3,6416.723,2402.261,6767.568,2366.605,8757.02,2479.039,9104.887,2357.528,9210.437,2407.582,10159.848,3155.069,9808.458,2166.562,6503.403,2235.181,5884.75,2128.721,13475.312,2408.344,14717.217,3144.55,12133.448,2196.707,10025.938,2121.979,8741.19,2228.357,8036.036,2173.182
545,54.4,6406.738,2396.908,6764.975,2369.642,8758.726,2474.726,9098.566,2361.755,9189.6,2421.436,10137.333,3139.889,9801.75,2163.146,6497.667,2243.361,5904.103,2123.265,13503.406,2420.125,14697.85,3152.45,12102.604,2212.034,10070.122,2119.694,8717.048,2214.167,8030.709,2165.655
546,54.5,6397.262,2399.908,6744.457,2371.173,8769.687,2484.941,9099.095,2359.396,9216.2,2412.345,10145.25,3143.889,9766.729,2170.125,6501.319,2241.042,5877.471,2121.897,13475.219,2407.656,14726.417,3156.9,12079.259,2207.69,10080.041,2124.428,8708.023,2213.048,7994.036,2166.0
547,54.6,6380.508,2401.062,6754.889,2365.914,8769.098,2468.059,9156.434,2531.623,9209.473,2417.982,10107.861,3154.931,9787.625,2175.542,6490.833,2240.111,5891.147,2124.397,13409.0,2417.219,14686.25,3147.233,12085.5,2198.914,10136.51,2117.061,8733.238,2215.976,7979.818,2170.636
548,54.7,6370.323,2402.877,6757.371,2367.963,8750.216,2479.431,9195.736,2524.434,9235.745,2417.745,10125.569,3141.681,9740.646,2163.458,6513.792,2243.278,5848.485,2118.765,13410.781,2411.25,14706.767,3146.167,12011.034,2200.293,10106.49,2137.286,8707.762,2227.31,8018.055,2168.636
549,54.8,6384.169,2401.908,6769.494,2373.556,8731.961,2480.49,9171.547,2521.075,9204.164,2409.073,10128.348,3145.292,9685.0,2171.396,6519.278,2234.014,5877.853,2128.25,13330.312,2407.062,14702.983,3158.617,12061.966,2211.914,10075.082,2125.531,8727.596,2223.428,7989.618,2172.491
550,54.9,6382.215,2402.554,6758.247,2373.901,8760.039,2471.51,9179.453,2511.283,9183.036,2415.073,10099.486,3159.458,9610.5,2168.25,6502.125,2232.819,5867.015,2121.485,13306.375,2411.344,14735.866,3149.817,11777.138,2203.293,10098.021,2121.041,8732.571,2227.286,7986.6,2166.4
551,55.0,6365.016,2395.354,6747.568,2373.63,8735.843,2467.608,9174.0,2519.472,9221.4,2407.073,10077.861,3154.806,9518.625,2174.167,6470.389,2232.5,5876.382,2119.823,13310.719,2410.25,14717.667,3136.15,11763.948,2209.155,10087.898,2126.123,8714.548,2219.833,7959.018,2174.054
552,55.1,6368.615,2400.492,6754.58,2370.086,8716.706,2488.784,9184.755,2513.623,9225.8,2410.8,10057.027,3154.931,9508.917,2174.562,6443.417,2230.403,5868.676,2129.632,13235.094,2401.75,14745.15,3140.45,11757.379,2194.724,10095.796,2123.653,8713.548,2222.238,7975.927,2162.964
553,55.2,6368.723,2401.4,6725.963,2380.111,8729.078,2466.118,9193.68,2515.943,9249.418,2418.036,10036.361,3154.792,9559.625,2159.688,6455.583,2231.333,5848.868,2115.971,13264.219,2410.594,14710.134,3127.3,11770.482,2202.862,10083.918,2116.265,8748.5,2225.976,7974.182,2173.018
554,55.3,6367.461,2406.369,6731.494,2361.815,8722.667,2467.471,9149.887,2513.113,9217.8,2408.4,10021.333,3157.222,9624.125,2164.5,6431.236,2226.069,5873.265,2121.809,13128.938,2404.438,14646.616,3127.65,11817.327,2201.379,10117.918,2121.123,8735.977,2225.095,7949.182,2171.091
555,55.4,6379.108,2413.0,6710.889,2364.519,8700.706,2470.51,9072.66,2502.151,9215.945,2412.636,10034.708,3145.333,9716.188,2181.875,6429.736,2230.208,5854.132,2123.118,13091.156,2415.531,14632.533,3140.8,11794.052,2204.483,10126.674,2128.184,8730.786,2230.905,7933.746,2166.545
556,55.5,6339.2,2401.892,6707.716,2367.901,8678.765,2473.392,9068.812,2517.811,9209.69,2400.291,10021.556,3151.458,9520.0,2166.75,6400.889,2229.528,5833.926,2123.206,13092.562,2417.094,14645.4,3136.617,11773.586,2196.362,10143.306,2126.245,8746.048,2207.048,7945.818,2167.545
557,55.6,6335.215,2395.923,6708.284,2371.815,8703.177,2460.98,9067.585,2517.66,9168.546,2414.564,9997.444,3137.819,9675.104,2166.979,6394.472,2224.875,5843.912,2124.515,13028.812,2406.688,14625.7,3109.933,11801.896,2202.862,10140.429,2116.918,8751.714,2223.928,7948.018,2165.745
558,55.7,6299.969,2387.954,6690.852,2369.444,8726.549,2481.588,9096.66,2521.34,9158.255,2405.182,10016.208,3142.014,9625.146,2166.688,6401.236,2222.819,5843.897,2126.485,13022.312,2408.438,14581.583,3122.483,11803.759,2201.121,10209.286,2132.449,8687.262,2215.572,7923.164,2165.618
559,55.8,6323.108,2398.031,6706.876,2371.506,8695.843,2479.745,8990.773,2520.434,9156.637,2411.073,10015.375,3138.75,9551.938,2166.979,6413.514,2229.5,5867.353,2125.427,12994.906,2414.0,14574.767,3118.117,11834.448,2210.604,10149.143,2120.939,8706.381,2214.5,7938.527,2174.073
560,55.9,6316.461,2393.138,6710.802,2367.729,8709.922,2480.039,8942.849,2514.755,9131.418,2407.291,10001.292,3152.778,9378.438,2164.542,6389.319,2227.556,5838.559,2130.956,13026.656,2402.594,14548.833,3127.217,11818.448,2206.448,10195.388,2122.694,8687.167,2219.286,7947.018,2166.018
561,56.0,6325.646,2406.154,6708.802,2376.062,8668.0,2483.373,8921.49,2516.698,9132.218,2404.527,9982.598,3139.319,9567.75,2157.125,6387.472,2225.347,5805.176,2125.618,12962.094,2405.188,14599.866,3133.7,11790.948,2201.724,10178.714,2126.0,8666.523,2207.643,7907.418,2174.709
562,56.1,6324.185,2390.908,6676.753,2363.79,8664.294,2472.569,8941.962,2515.415,9107.873,2409.473,10000.958,3126.264,9536.729,2164.854,6362.139,2221.486,5833.765,2115.779,13011.531,2407.875,14535.217,3124.283,11781.345,2194.448,10198.674,2125.123,8680.023,2215.428,7929.764,2171.782
563,56.2,6328.615,2394.877,6709.124,2364.049,8658.117,2469.039,8921.717,2533.245,9114.164,2404.946,9974.598,3144.236,9371.188,2155.229,6354.667,2222.181,5808.985,2130.927,12995.031,2407.219,14505.483,3111.617,11758.673,2197.552,9665.286,2121.102,8670.857,2220.786,7924.982,2178.127
564,56.3,6288.984,2396.092,6695.099,2367.605,8651.98,2472.51,8905.528,2380.566,9121.363,2408.564,9968.514,3127.319,9407.417,2165.104,6379.5,2230.403,5841.294,2116.456,12942.344,2392.188,14460.2,3120.433,11773.879,2199.207,9678.286,2118.123,8637.643,2220.5,7917.945,2174.527
565,56.4,6310.461,2399.077,6698.136,2363.333,8612.549,2472.765,8870.188,2362.547,9103.764,2415.436,9961.723,3142.708,9314.354,2163.604,6355.972,2216.319,5834.706,2118.412,12907.656,2415.156,14487.684,3105.0,11778.707,2206.966,9654.674,2127.143,8639.881,2227.857,7901.291,2167.291
566,56.5,6307.846,2399.369,6691.469,2365.729,8619.294,2466.98,8838.792,2366.34,9068.945,2407.054,9956.125,3133.667,9389.229,2158.896,6374.361,2253.014,5822.485,2115.177,12865.25,2412.219,14442.434,3108.633,11774.0,2201.638,9637.143,2125.225,8654.0,2222.714,7901.327,2175.345
567,56.6,6277.246,2403.938,6678.432,2367.222,8631.02,2477.196,8901.736,2371.396,9056.127,2410.073,9932.236,3147.639,9476.188,2164.417,6348.056,2244.097,5817.735,2125.529,12913.625,2413.812,14495.85,3119.767,11742.689,2206.172,9607.775,2130.204,8625.667,2222.452,7916.091,2167.727
568,56.7,6280.984,2400.8,6665.321,2365.321,8645.0,2469.333,8831.283,2360.642,9074.0,2412.327,9875.444,3144.153,9415.583,2158.104,6343.375,2245.889,5798.529,2118.794,12852.375,2404.344,14463.267,3122.067,11789.811,2202.966,9631.571,2124.428,8660.31,2221.31,7919.909,2171.0
569,56.8,6298.461,2402.631,6657.111,2367.444,8612.823,2469.078,8867.396,2372.943,9048.945,2402.054,9922.042,3142.972,9348.875,2161.917,6339.542,2247.25,5799.279,2127.75,12860.188,2396.219,14395.15,3106.633,11738.466,2200.759,9615.041,2129.163,8634.477,2213.762,7886.491,2157.273
570,56.9,6293.6,2396.077,6639.136,2372.247,8607.216,2470.373,8859.415,2367.377,9032.582,2408.054,9874.181,3125.25,9474.0,2169.104,6354.861,2234.403,5809.897,2123.529,12787.5,2410.156,14408.483,3094.2,11748.811,2200.069,9591.551,2125.347,8613.833,2221.881,7881.691,2183.509
571,57.0,6272.8,2407.169,6648.556,2375.309,8588.039,2478.412,8877.075,2371.283,9030.909,2408.291,9850.458,3130.069,9432.417,2155.312,6365.736,2243.667,5800.691,2125.206,12791.562,2409.281,14373.767,3101.85,11708.982,2197.69,9598.714,2120.694,8599.071,2230.476,7899.0,2163.073
572,57.1,6267.169,2395.862,6630.753,2368.63,8591.372,2480.745,8853.51,2364.774,9031.764,2415.236,9820.819,3127.111,9339.312,2157.771,6348.014,2230.25,5814.721,2124.441,12788.875,2408.656,14390.833,3100.6,11715.569,2202.052,9585.714,2124.612,8601.929,2223.5,7870.018,2165.818
573,57.2,6261.492,2396.369,6627.012,2370.271,8586.393,2472.118,8856.83,2364.094,9009.437,2406.4,9834.069,3138.903,9299.167,2168.792,6324.111,2240.944,5818.324,2120.441,12756.25,2406.188,14345.9,3104.15,11733.379,2204.104,9612.979,2123.469,8593.477,2224.452,7879.236,2169.6
574,57.3,6257.031,2399.862,6622.741,2368.506,8582.216,2474.745,8897.32,2380.038,8995.964,2403.218,9816.333,3132.375,9386.062,2164.812,6331.903,2245.125,5811.721,2120.691,12739.156,2406.719,14364.833,3097.733,11703.862,2197.793,9253.714,2126.143,8600.857,2210.452,7910.527,2169.909
575,57.4,6279.877,2398.6,6614.556,2360.457,8557.255,2473.765,8822.0,2363.51,9001.654,2408.873,9834.833,3136.972,9310.146,2162.5,6339.556,2242.819,5800.309,2127.029,12708.312,2411.281,14289.533,3092.45,11719.345,2193.741,9257.571,2128.306,8607.096,2217.048,7922.182,2165.418
576,57.5,6287.385,2407.046,6609.444,2378.185,8573.784,2473.627,8952.698,2366.792,9007.964,2395.873,9794.083,3143.569,9283.083,2164.396,6332.181,2236.542,5826.765,2123.5,12709.375,2402.969,14320.7,3096.183,11702.896,2204.966,9285.898,2118.428,8595.404,2217.738,7874.437,2178.782
577,57.6,6264.662,2401.092,6599.371,2376.21,8551.883,2470.686,8973.434,2365.943,9020.8,2408.455,9777.181,3132.458,9329.583,2166.646,6324.083,2248.444,5812.603,2126.059,12706.531,2406.938,14334.1,3087.917,11688.655,2208.534,9265.837,2118.979,8570.0,2212.524,7900.691,2181.673
578,57.7,6258.431,2399.938,6604.494,2371.63,8543.02,2472.686,8826.472,2367.434,8979.31,2405.873,9783.75,3129.542,9384.917,2160.812,6303.556,2243.069,5824.838,2122.927,12621.156,2412.562,14268.316,3081.483,11685.138,2207.31,9257.041,2116.0,8610.262,2213.667,7871.127,2171.364
579,57.8,6271.508,2395.569,6592.371,2368.16,8567.157,2469.039,8878.925,2363.208,8987.8,2395.946,9774.806,3127.903,9339.458,2166.75,6302.75,2249.194,5807.456,2118.177,12643.969,2393.062,14273.217,3084.117,11681.759,2199.966,9275.551,2118.265,8566.667,2222.572,7842.364,2162.2
580,57.9,6253.8,2399.292,6562.173,2370.099,8522.0,2470.804,8882.472,2356.208,8986.563,2393.164,9756.527,3131.569,9313.896,2160.5,6309.292,2241.389,5827.279,2123.956,12644.25,2400.5,14253.017,3079.133,11704.862,2198.448,9264.878,2128.326,8575.286,2221.928,7840.618,2162.818
581,58.0,6262.723,2390.354,6562.234,2366.148,8531.039,2467.784,8890.943,2365.811,8988.945,2391.545,9763.181,3122.236,9313.375,2151.104,6299.722,2238.833,5807.456,2120.5,12611.438,2399.531,14266.917,3085.533,11691.431,2199.604,9325.225,2120.265,8609.904,2229.619,7847.618,2178.436
582,58.1,6273.938,2391.0,6543.222,2365.099,8535.51,2469.412,8871.887,2363.057,8975.218,2406.0,9751.625,3128.597,9251.021,2156.438,6312.792,2241.444,5826.059,2123.765,12584.812,2400.344,14201.634,3090.45,11676.414,2195.259,9309.734,2126.184,8571.31,2211.262,7851.945,2171.436
583,58.2,6266.815,2396.923,6515.099,2362.901,8543.51,2472.863,8813.66,2520.736,8984.728,2400.946,9699.889,3128.028,9286.271,2157.729,6314.917,2242.208,5796.971,2121.823,12471.25,2412.625,14190.3,3090.8,11681.966,2199.19,9352.633,2126.041,8578.262,2224.928,7821.236,2165.418
584,58.3,6266.246,2384.508,6533.086,2366.729,8521.607,2466.274,8911.755,2514.811,8967.072,2403.018,9715.902,3124.097,9394.333,2171.042,6300.278,2234.333,5804.118,2122.75,12475.438,2402.844,14216.65,3077.6,11666.431,2191.621,9337.734,2113.531,8601.357,2220.69,7843.945,2175.054
585,58.4,6242.231,2411.523,6528.42,2362.654,8550.451,2471.118,8935.396,2509.019,8956.4,2414.964,9688.139,3131.111,9437.938,2166.208,6288.931,2244.167,5802.765,2122.897,12432.125,2392.875,14184.566,3081.583,11701.604,2198.052,9338.449,2124.061,8574.023,2232.667,7818.727,2174.2
586,58.5,6233.4,2400.108,6501.691,2371.0,8535.02,2470.373,8934.358,2515.132,8919.854,2395.164,9691.652,3127.736,9350.0,2165.771,6287.514,2244.722,5799.985,2125.427,12429.531,2393.375,14148.116,3083.117,11657.0,2189.534,9349.286,2122.102,8541.143,2225.143,7789.982,2169.891
587,58.6,6236.539,2402.831,6515.21,2363.556,8530.432,2472.137,8876.528,2501.981,8915.873,2399.636,9713.333,3131.278,9300.104,2163.271,6262.472,2243.056,5798.765,2126.294,12391.5,2405.156,14197.85,3078.0,11685.138,2199.896,9354.021,2124.572,8555.143,2213.095,7796.909,2161.527
588,58.7,6236.584,2391.6,6486.247,2365.012,8521.549,2473.471,8846.566,2497.717,8923.146,2400.618,9678.473,3124.236,9117.083,2169.479,6254.889,2244.986,5825.0,2117.485,12326.938,2413.656,14187.7,3068.9,11660.138,2199.759,9320.653,2124.469,8526.833,2218.786,7769.509,2175.091
589,58.8,6214.154,2392.338,6485.654,2364.235,8506.706,2456.039,8879.038,2499.717,8916.2,2401.2,9649.181,3108.806,9275.438,2176.042,6250.722,2250.431,5787.941,2121.191,12311.719,2404.344,14202.083,3056.15,11718.811,2199.276,9340.633,2121.469,8503.0,2219.833,7774.491,2173.618
590,58.9,6195.215,2391.369,6479.926,2358.148,8502.628,2470.823,8908.453,2509.302,8925.182,2406.164,9668.542,3118.528,9272.333,2168.25,6243.375,2241.653,5804.088,2122.956,12358.656,2400.188,14132.95,3064.967,11684.482,2198.328,9298.979,2116.918,8537.596,2218.786,7739.782,2172.054
591,59.0,6223.692,2388.908,6473.753,2359.753,8505.0,2467.627,8945.623,2498.302,8910.764,2403.6,9644.027,3113.0,9397.208,2179.083,6246.611,2248.514,5807.471,2124.706,12226.812,2404.375,14113.0,3067.617,11662.414,2203.466,9349.429,2125.939,8506.023,2235.357,7738.182,2166.709
592,59.1,6202.615,2397.062,6465.642,2369.037,8497.687,2473.745,8889.151,2492.34,8892.0,2409.109,9658.264,3120.667,9246.604,2174.333,6230.667,2245.056,5804.426,2120.559,12269.562,2405.406,14153.167,3059.783,11678.241,2202.759,9367.408,2124.837,8464.357,2234.643,7727.909,2164.909
593,59.2,6207.369,2394.692,6466.333,2361.79,8489.0,2472.059,8901.905,2524.415,8906.437,2396.036,9615.736,3107.181,9375.062,2164.729,6216.389,2249.056,5791.912,2112.294,12234.25,2397.031,14136.417,3070.1,11661.707,2200.604,9356.714,2121.959,8478.0,2226.31,7713.091,2175.0
594,59.3,6208.185,2399.415,6444.716,2373.914,8500.98,2466.51,8924.32,2501.17,8874.454,2399.655,9670.944,3119.042,9449.583,2160.688,6192.986,2247.403,5804.103,2118.132,12243.594,2398.688,14105.167,3067.483,11642.775,2203.241,9320.979,2120.898,8446.571,2221.19,7707.0,2168.382
595,59.4,6196.677,2390.0,6450.951,2363.383,8504.843,2460.961,8931.812,2491.49,8853.272,2412.618,9627.75,3126.347,9471.292,2173.417,6195.25,2245.319,5809.559,2128.309,12207.344,2404.594,14110.833,3060.867,11646.948,2196.362,9371.694,2119.184,8435.071,2219.333,7694.418,2157.691
596,59.5,6185.6,2387.492,6448.049,2369.259,8484.059,2468.941,8892.038,2513.019,8885.509,2404.764,9639.681,3120.347,9349.958,2170.208,6194.875,2236.931,5782.426,2115.103,12215.562,2399.781,14067.5,3063.55,11644.448,2203.138,9343.938,2124.408,8442.477,2224.572,7714.854,2172.509
597,59.6,6188.0,2396.461,6427.975,2364.124,8480.451,2473.569,8945.208,2512.019,8873.764,2398.673,9631.236,3100.764,9444.562,2161.562,6197.333,2243.556,5773.176,2121.25,12161.875,2403.781,14093.467,3068.617,11236.396,2198.845,9383.53,2115.796,8465.333,2221.0,7712.8,2166.091
598,59.7,6186.123,2380.2,6409.457,2358.815,8484.51,2466.216,8886.773,2500.528,8816.6,2402.2,9630.069,3123.069,9477.0,2163.208,6193.569,2237.875,5793.471,2123.015,12387.531,2395.656,14026.116,3049.583,11207.155,2200.896,9360.53,2115.265,8424.762,2234.214,7663.727,2168.018
599,59.8,6203.477,2390.677,6394.852,2363.111,8512.177,2473.314,8916.095,2505.623,8818.036,2401.018,9655.527,3109.347,9453.062,2170.354,6166.653,2239.097,5751.103,2118.235,12350.812,2396.0,14043.884,3054.033,11281.311,2201.534,9373.755,2120.102,8399.214,2220.0,7685.945,2159.236
600,59.9,6195.461,2399.138,6418.802,2374.37,8477.274,2465.157,8841.604,2499.604,8818.582,2407.6,9648.417,3113.417,9520.188,2173.604,6168.972,2242.389,5776.191,2116.235,12357.594,2395.125,14057.934,3066.433,11275.638,2203.983,9347.612,2116.449,8356.929,2224.714,7660.491,2178.218
